Full Name,Value(in Euro),Overall,Reactions,Dribbling Total,Passing Total,Positions Played,Best Position,Nationality,Club Name,Position check
Óscar Arribas Pasero,14.151982794585487,65,61,65,60,"LM,RM,ST",RM,Spain,FC Cartagena,0
Nassim Ouammou,13.345506928718539,65,55,67,63,"LWB,LM,LW",LWB,France,Rodez Aveyron Football,0
Stefán Teitur Thórdarson,14.28551418721001,65,65,64,60,CM,CM,Iceland,Silkeborg IF,1
Rhys Oates,13.623138665316818,65,60,67,51,ST,ST,England,Mansfield Town,1
Clayton Lewis,13.764217263576723,65,63,67,67,"CM,CDM",LM,New Zealand,Wellington Phoenix,0
Peter González Carmona,14.346138809026444,65,61,69,56,"RW,LW,RB",LM,Spain,Real Madrid CF,0
Marcus Fraser,13.345506928718539,65,61,60,54,"CB,RWB",RB,Scotland,St. Mirren,0
Aleksandar Šušnjar,13.422467969854667,65,62,56,53,CB,CB,Australia,Macarthur FC,1
Lautaro Montoya,13.458835614025542,65,59,69,63,"LB,LM",LB,Argentina,Club Atlético Central Córdoba,0
Emmanuel Banda,13.9108207377686,65,63,65,64,"CAM,CM",CAM,Zambia,Djurgårdens IF,0
Joaquín Blázquez,14.22097566607244,65,60,69,63,GK,GK,Argentina,Stade Brestois 29,1
Arvin Appiah,14.403297222866392,65,51,72,54,"RM,LM,RW",LW,England,CD Tenerife,0
Ahmed Kashi,12.765688433465597,65,62,64,61,"CDM,CM",CDM,Algeria,FC Annecy,0
Daniel Eduardo Juárez,14.28551418721001,65,57,68,55,"RM,RW,LM",ST,Argentina,Unión de Santa Fe,0
Marcel Lotka,14.151982794585487,65,49,66,55,GK,GK,Poland,Borussia Dortmund,1
Bartłomiej Pawłowski,13.493926933836812,65,63,68,61,"ST,CAM,CF",RW,Poland,Widzew Łódź,0
Tobias Børkeeiet,14.077874822431765,65,60,61,58,"CDM,CB",CDM,Norway,Rosenborg BK,0
Leif Davis,14.22097566607244,65,60,61,54,"LWB,LB",LWB,England,Ipswich Town,0
William Mikelbrencis,14.28551418721001,65,62,62,56,"RB,RWB",RB,France,Hamburger SV,0
Federico Proia,13.737549016494562,65,66,65,65,"CM,CAM",RM,Italy,SPAL,0
Tijjani Noslin,13.9108207377686,65,64,68,56,RM,RM,Netherlands,Fortuna Sittard,1
Mamoudou Karamoko,14.22097566607244,65,55,65,56,ST,ST,France,F.C. København,1
Luis Gutiérrez,11.77528972943772,65,66,58,49,"CB,LB",CB,Bolivia,Royal Pari,0
Fredrik Haugen,13.422467969854667,65,65,67,65,CM,CAM,Norway,Aalesunds FK,0
Darwin Quilumba,12.765688433465597,65,60,50,54,CB,CB,Ecuador,Mushuc Runa,1
Stephen O'Donnell,13.345506928718539,65,55,59,57,RB,RB,Scotland,Motherwell,1
Kristian Dimitrov,13.815510557964274,65,57,45,43,CB,CB,Bulgaria,Hajduk Split,1
Conor Washington,13.458835614025542,65,64,65,57,ST,ST,Northern Ireland,Rotherham United,1
Anton Maglica,13.458835614025542,65,61,62,53,ST,ST,Croatia,APOEL Nicosia FC,1
Kiliann Sildillia,14.22097566607244,65,61,59,53,"CB,RB",CB,France,Sport-Club Freiburg,0
Marcus Antonsson,13.304684934198283,65,62,63,52,ST,ST,Sweden,IFK Värnamo,1
Nikola Stevanović,14.077874822431765,65,59,46,37,CB,CB,Serbia,FC Ingolstadt 04,1
Borys Tashchy,13.493926933836812,65,63,64,59,"ST,CAM",ST,Ukraine,FC Erzgebirge Aue,0
Bendegúz Bolla,14.22097566607244,65,58,65,57,RWB,RWB,Hungary,Grasshopper Club Zürich,1
Alexis Sabella,14.28551418721001,65,62,67,64,"CM,LM",CAM,Argentina,Platense,0
Rafael António Pereira,14.22097566607244,65,63,57,48,CB,CB,Brazil,Al Ain FC,1
Piotr Tomasik,12.429216196844383,65,62,59,62,LB,LB,Poland,Wisła Płock,1
Faber Gil,13.560618308335483,65,60,66,59,"ST,RW",ST,Colombia,La Equidad,0
Patrick Olsen,13.493926933836812,65,66,65,64,"CM,CDM",CM,Denmark,Śląsk Wrocław,0
Stipe Vulikić,14.077874822431765,65,51,42,48,CB,CB,Croatia,Perugia,1
Onur Atasayar,13.527828485512494,65,56,62,57,"LB,LM",LB,Turkey,Ümraniyespor,0
Jack Stevens,13.592367006650065,65,58,65,63,GK,GK,England,Port Vale,1
Timothée Dieng,13.422467969854667,65,65,63,59,CM,CB,France,Exeter City,0
Minos Gouras,13.9108207377686,65,55,68,55,"LM,LW,ST",LM,Germany,SSV Jahn Regensburg,0
Derrick Köhn,14.22097566607244,65,60,66,62,LB,LWB,Germany,Hannover 96,0
Ryan Tunnicliffe,13.458835614025542,65,63,65,65,CM,CDM,England,Portsmouth,0
Denilho Cleonise,14.28551418721001,65,55,68,61,"RW,LW",RM,Netherlands,FC Twente,0
Yannis Letard,13.815510557964274,65,60,49,42,CB,CB,France,LASK Linz,1
Kortne Ford,13.737549016494562,65,62,45,35,"CB,RB",CB,United States,Sporting Kansas City,0
Ekain Zenitagoia Arana,13.493926933836812,65,64,67,58,"CAM,CM,ST",CF,Spain,UD Ibiza,0
Andrew Redmayne,12.345834587905333,65,64,65,63,GK,GK,Australia,Sydney FC,1
Yohan Demoncy,13.737549016494562,65,66,66,60,"CM,CDM",CM,France,Paris FC,0
Bradley Barcola,14.346138809026444,65,61,67,59,"LW,ST",ST,France,Olympique Lyonnais,0
Edison Mero,13.9108207377686,65,58,67,59,"RM,LM",RM,Ecuador,Delfín Sporting Club,0
Daniel Chima Chukwu,13.304684934198283,65,58,63,49,ST,ST,Nigeria,Jamshedpur FC,1
Carlos Javier Delgado Rodríguez,13.071070083016778,65,64,51,52,CB,CB,Spain,Odisha FC,1
Ellis Harrison,13.493926933836812,65,60,64,52,ST,ST,Wales,Port Vale,1
Aliou Coly,13.304684934198283,65,60,56,53,CB,CB,Senegal,Kristiansund BK,1
Nicolas Madsen,14.151982794585487,65,60,64,61,"CDM,CM",CDM,Denmark,KVC Westerlo,0
Corry Evans,13.122363377404328,65,64,59,59,"CDM,CM",CDM,Northern Ireland,Sunderland,0
Lewis Montsma,13.790192749979985,65,60,56,48,CB,CB,Netherlands,Lincoln City,1
Sandile Mthethwa,13.710150042306449,65,58,46,50,CB,CB,South Africa,Orlando Pirates,1
Sam Schreck,13.9108207377686,65,65,69,63,"CM,CDM",CM,Germany,FC Erzgebirge Aue,0
Daniel Štefulj,14.22097566607244,65,57,65,57,"LB,LWB,LM",LB,Croatia,Dinamo Zagreb,0
Abdurrahim Dursun,14.22097566607244,65,65,64,53,LB,LB,Turkey,Adana Demirspor,1
Alessandro Tripaldelli,14.151982794585487,65,64,63,53,"LB,LM",LB,Italy,SPAL,0
Ezequiel Alfonso,14.28551418721001,65,60,69,56,RM,RM,Paraguay,General Caballero (JLM),1
Přemysl Kovář,11.289781913656018,65,59,65,67,GK,GK,Czech Republic,SK Slavia Praha,1
Michał Kaput,13.681979165339751,65,64,55,57,CDM,CDM,Poland,Piast Gliwice,1
Jose Joaquim de Carvalho,13.764217263576723,65,58,58,47,ST,ST,Brazil,Daegu FC,1
Ben Wilson,13.122363377404328,65,57,68,66,GK,GK,England,Coventry City,1
Alvas Powell,13.458835614025542,65,60,63,55,"RB,RWB",RB,Jamaica,FC Cincinnati,0
Filip Kurto,12.834681304952548,65,61,67,58,GK,GK,Poland,Macarthur FC,1
Saeed Juma,13.9108207377686,65,59,57,53,"RB,CB",RB,United Arab Emirates,Al Ain FC,0
Julian Wießmeier,13.345506928718539,65,62,65,60,"RWB,RB,RM",RWB,Germany,SV Ried,0
Facundo Bonifazi,13.560618308335483,65,61,60,48,LB,LB,Uruguay,Club Atlético Peñarol,1
Julian Faye Lund,13.997832114758229,65,56,68,64,GK,GK,Norway,FK Bodø/Glimt,1
Kilian Jakob,13.815510557964274,65,60,62,57,"LB,LM",LB,Germany,Karlsruher SC,0
Braian Galván,14.28551418721001,65,60,68,58,"LM,LWB,RM",LM,Argentina,Colorado Rapids,0
Cristian Núñez,14.077874822431765,65,59,65,58,"CDM,CM",CDM,Paraguay,Club Sol de América,0
Máximo Alonso,14.346138809026444,65,55,65,60,LM,RM,Uruguay,Club Atlético Peñarol,0
Cristhian Machado,13.071070083016778,65,59,60,55,"CDM,CM",CDM,Bolivia,Club Deportivo Jorge Wilstermann,0
Joris Moutachy,13.815510557964274,65,50,63,57,"RB,RWB",RB,France,Chamois Niortais Football Club,0
Alexander Aravena,14.346138809026444,65,58,66,55,"ST,RW",ST,Chile,Deportivo Ñublense,0
Magnar Ødegaard,13.304684934198283,65,62,52,50,"CB,RWB",CB,Norway,Sarpsborg 08 FF,0
Hyun Cheol Jeong,13.304684934198283,65,63,58,59,"CDM,CB,CM",CDM,Korea Republic,FC Seoul,0
Abdulrahman Al Obaid,13.345506928718539,65,59,66,64,LB,LB,Saudi Arabia,Ettifaq FC,1
Jie Sun,13.262125319779487,65,54,56,51,CB,CB,China PR,Changchun Yatai FC,1
Joel Felix,13.790192749979985,65,50,53,49,CB,CB,Denmark,Silkeborg IF,1
Andy Fisher,14.151982794585487,65,61,67,67,GK,GK,England,Swansea City,1
Oscar Salomón,14.22097566607244,65,58,50,47,CB,CB,Argentina,Club Atlético Tigre,1
Javain Brown,13.790192749979985,65,56,55,55,"CB,RM,RB",CB,Jamaica,Vancouver Whitecaps FC,0
Eirik Haugan,13.623138665316818,65,62,57,46,CB,CB,Norway,Molde FK,1
Mathis Bolly,13.304684934198283,65,59,68,55,"LM,RM",RW,Côte d'Ivoire,Molde FK,0
Maël de Gevigney,14.077874822431765,65,65,51,48,CB,CB,France,Nîmes Olympique,1
Joaquín Indacoechea,14.22097566607244,65,68,66,62,"RB,CM",CM,Argentina,Club Atlético Aldosivi,0
Sphelele Mkhulise,13.737549016494562,65,63,66,62,CAM,CAM,South Africa,Mamelodi Sundowns FC,1
José Martínez Marsà,14.28551418721001,65,60,58,47,CB,CB,Spain,Sporting CP,1
Sean Clare,13.710150042306449,65,59,62,63,"CB,RB",RM,England,Charlton Athletic,0
Silas Gnaka,14.151982794585487,65,59,67,62,"LB,RB,CB",LB,Côte d'Ivoire,1. FC Magdeburg,0
Abdullah Al Joui,13.527828485512494,65,58,67,59,"LM,RM",LM,Saudi Arabia,Al Tai,0
Joshua Kitolano,14.28551418721001,65,64,68,61,CM,CAM,Norway,Sparta Rotterdam,0
Luca Ravanelli,13.764217263576723,65,61,51,42,CB,CB,Italy,Frosinone,1
Jesús Mendieta,13.764217263576723,65,58,56,51,"LB,CB",LB,Peru,Ayacucho,0
Valentin Ticu,14.22097566607244,65,62,59,63,"LWB,LM,CB",LWB,Romania,Petrolul Ploiești,0
Adolphe Teikeu,13.071070083016778,65,51,45,39,CB,CB,Cameroon,Stade Malherbe Caen,1
Rafael Caroca,13.071070083016778,65,59,65,61,"CDM,CM,CB",CDM,Chile,Deportivo Ñublense,0
Esteban Salles,13.38472764187182,65,62,64,62,GK,GK,France,Grenoble Foot 38,1
Lukas Boeder,13.710150042306449,65,59,57,53,"CB,RB",CB,Germany,1. FC Saarbrücken,0
Christian Pastina,14.22097566607244,65,66,55,52,CB,CB,Italy,Benevento,1
Brahian Cuello,13.9108207377686,65,48,66,61,"RM,LM,CM",RM,Argentina,Defensa y Justicia,0
Lin Gao,12.388394202324129,65,59,63,64,"ST,LW",ST,China PR,Shenzhen FC,0
Marcos Peano,13.737549016494562,65,57,68,64,GK,GK,Argentina,Defensa y Justicia,1
Moussa Diarra,14.346138809026444,65,69,59,56,"CB,LB,CM",LB,France,Toulouse Football Club,0
Josh Griffiths,14.22097566607244,65,59,66,63,GK,GK,England,Portsmouth,1
Sebastian Mielitz,12.765688433465597,65,65,67,63,GK,GK,Germany,VfB Oldenburg,1
Isak Jansson,14.346138809026444,65,61,69,55,"ST,CAM",CAM,Sweden,FC Cartagena,0
Nihad Mujakić,13.790192749979985,65,56,45,41,CB,CB,Bosnia and Herzegovina,MKE Ankaragücü,1
Daniel Popa,13.652991628466498,65,63,60,44,ST,ST,Romania,AFC Chindia Târgoviște,1
Matt Jay,13.652991628466498,65,59,68,61,CAM,RM,England,Exeter City,0
Francis Cann,13.790192749979985,65,55,68,54,LW,LM,Ghana,FC Vizela,0
Cheikhou Dieng,13.493926933836812,65,64,66,58,"LM,ST",RW,Senegal,Zagłębie Lubin,0
Luca Marseiler,13.764217263576723,65,61,66,57,"LM,RM,ST",RM,Germany,Viktoria Köln,0
Tyrese Fornah,14.151982794585487,65,64,63,58,"CDM,CM",CDM,England,Reading,0
Jakub Łukowski,13.652991628466498,65,48,66,60,"RM,ST",RM,Poland,Korona Kielce,0
Andrew Jung,13.9108207377686,65,66,61,46,ST,ST,France,US Quevilly Rouen Métropole,1
Lennard Maloney,14.077874822431765,65,63,58,54,CB,CB,Germany,1. FC Heidenheim 1846,1
Irvyn Lomami,14.28551418721001,65,59,63,58,RB,RB,France,Olympique Lyonnais,1
Nery Leyes,13.071070083016778,65,67,56,56,"CDM,CM",CDM,Argentina,Gimnasia y Esgrima La Plata,0
Ben Stevenson,13.710150042306449,65,59,65,64,CM,CM,England,Forest Green Rovers,1
Jason Geria,13.345506928718539,65,59,59,52,"RB,CB",RB,Australia,Melbourne Victory,0
Adrián Cuadra,14.22097566607244,65,59,61,59,"CDM,CM",CDM,Chile,CD Antofagasta,0
Aaron Morley,14.28551418721001,65,63,63,65,CM,CM,England,Bolton Wanderers,1
Tobias Kraulich,13.815510557964274,65,62,50,52,CB,CB,Germany,SV Meppen,1
Raúl Navarro del Río,13.38472764187182,65,64,64,63,"RB,RWB,RM",RB,Spain,Burgos CF,0
Kristal Abazaj,13.652991628466498,65,55,64,56,"RW,LW,ST",RW,Albania,İstanbulspor,0
Thorsten Mahrer,13.071070083016778,65,61,44,42,CB,CB,Austria,SK Austria Klagenfurt,1
Zakaria Diallo,12.154779351142624,65,60,52,54,CB,CB,France,Le Havre AC,1
Monnapule Saleng,13.9108207377686,65,50,68,54,"LW,RW,ST",ST,South Africa,Orlando Pirates,0
Musa Araz,13.493926933836812,65,65,72,63,CM,CAM,Switzerland,FC Sion,0
Juan Manuel Cuesta,14.346138809026444,65,56,71,56,"LW,ST",RM,Colombia,Club Atlético Aldosivi,0
Jostin Alarcón,14.22097566607244,65,55,66,65,"LW,LM,CM",LM,Peru,Sport Boys,0
David Bingham,12.765688433465597,65,54,68,66,GK,GK,United States,Portland Timbers,1
Jamie Walker,13.458835614025542,65,60,68,63,"CAM,LM",RM,Scotland,Bradford City,0
Aaron Collins,13.710150042306449,65,60,64,59,"ST,LW",ST,Wales,Bristol Rovers,0
Andreas Bjelland,12.765688433465597,65,58,54,58,CB,CB,Denmark,Lyngby BK,1
Jakob Bonde,13.493926933836812,65,63,62,61,"CM,CDM",CM,Denmark,Viborg FF,0
Alexandru Ișfan,14.28551418721001,65,61,67,59,"RW,CAM,ST",LW,Romania,Campionii FC Arges,0
Matías Fernández,13.560618308335483,65,62,67,60,"RM,RWB",RM,Chile,Independiente del Valle,0
Merlin Röhl,14.346138809026444,65,68,68,64,"CM,CAM,RM",RM,Germany,Sport-Club Freiburg,0
Nasser Chamed,13.493926933836812,65,60,69,64,"CAM,RM",RM,Comoros,AFC Chindia Târgoviște,0
Lars Bünning,13.815510557964274,65,59,55,55,"CB,LB",CB,Germany,1. FC Kaiserslautern,0
Eriq Zavaleta,13.304684934198283,65,58,54,51,CB,CB,El Salvador,LA Galaxy,1
Masaki Watai,14.28551418721001,65,56,67,65,"CAM,RM,CF",RM,Japan,Boavista FC,0
Duplexe Tchamba,13.815510557964274,65,48,53,45,CB,CB,Cameroon,Casa Pia,1
Bernhard Zimmermann,14.28551418721001,65,54,64,54,"ST,CAM",ST,Austria,SK Rapid Wien,0
Thiago Cardozo,13.560618308335483,65,65,67,62,GK,GK,Uruguay,Club Atlético Peñarol,1
Angus MacDonald,13.304684934198283,65,64,47,45,CB,CB,England,Swindon Town,1
Argyris Kampetsis,13.9108207377686,65,64,66,59,"LW,ST",ST,Greece,Panathinaikos FC,0
Jamil Siebert,14.22097566607244,65,57,46,43,CB,CB,Germany,Viktoria Köln,1
Albert Ejupi,13.304684934198283,65,65,60,62,"CDM,CM",CDM,Sweden,TSV Egger Glas Hartberg,0
Jack Fitzwater,13.790192749979985,65,61,54,47,CB,CB,England,Livingston FC,1
Thomas Eisfeld,13.458835614025542,65,62,66,67,"CAM,CM",CAM,Germany,Rot-Weiß Essen,0
Sebastian Mrowca,13.38472764187182,65,59,62,58,"RB,CB",RB,Poland,SV Wehen Wiesbaden,0
Brandon Thomas-Asante,13.9108207377686,65,59,66,55,"RW,ST",ST,England,West Bromwich Albion,0
Milton Maciel,14.28551418721001,65,56,66,62,"LM,CM",LM,Paraguay,Guaireña FC,0
Tim Oberdorf,13.652991628466498,65,64,55,55,CB,CB,Germany,Fortuna Düsseldorf,1
Abubeker Nassir,14.28551418721001,65,58,69,52,"LW,ST",LW,Ethiopia,Mamelodi Sundowns FC,0
Mamadou Tounkara,13.710150042306449,65,58,65,57,ST,ST,Senegal,Cittadella,1
Rasmus Lindkvist,13.122363377404328,65,59,61,59,"LWB,LB,CB",LWB,Sweden,GIF Sundsvall,0
Adam Phillips,13.790192749979985,65,64,65,64,CM,CAM,England,Barnsley,0
Jérôme Deom,13.9108207377686,65,61,70,64,"CM,CAM",CAM,Belgium,KAS Eupen,0
Harry Clarke,14.22097566607244,65,56,61,56,"CB,RB,RWB",CB,England,Stoke City,0
Louis Thompson,13.623138665316818,65,65,68,62,"CM,CDM",CDM,Wales,Portsmouth,0
Jérémy Guillemenot,13.9108207377686,65,64,67,62,"ST,LW",RM,Switzerland,FC St. Gallen 1879,0
Niklas Gunnarsson,13.122363377404328,65,58,56,55,CB,CB,Norway,Strømsgodset IF,1
Antonio Galeano,14.28551418721001,65,49,69,55,"RM,LM,RB",RM,Paraguay,Club Cerro Porteño,0
Aiden O'Brien,13.493926933836812,65,62,66,62,"ST,LM",RW,Republic of Ireland,Shrewsbury Town,0
Mathias Greve,13.527828485512494,65,65,66,65,CM,RM,Denmark,Brøndby IF,0
Julian Riedel,13.262125319779487,65,65,61,52,"CB,RB",CB,Germany,SV Waldhof Mannheim 07,0
José Luis Cazares,13.122363377404328,65,58,59,60,"CDM,CM",CB,Ecuador,9 de Octubre,0
Tsiy-William Ndenge,13.815510557964274,65,60,64,61,"CDM,CM",CDM,Cameroon,Grasshopper Club Zürich,0
Agustín Obando,14.28551418721001,65,50,68,58,LM,LM,Argentina,Club Atlético Tigre,1
William Bøving,14.346138809026444,65,55,69,59,"LM,LW,ST",CAM,Denmark,SK Sturm Graz,0
Boris Popovic,14.077874822431765,65,58,49,49,CB,CB,Serbia,KSV Cercle Brugge,1
Junior Mwanga,14.28551418721001,65,65,44,44,CB,CB,France,FC Girondins de Bordeaux,1
Cheng Piao,13.217673557208654,65,60,64,65,CM,CM,China PR,Beijing Guoan FC,1
Frederik Lauenborg,13.764217263576723,65,68,66,63,CM,CDM,Denmark,Randers FC,0
Miguel Ángel Morro Muñoz,14.22097566607244,65,64,66,62,GK,GK,Spain,Rayo Vallecano,1
Emil Holm,14.22097566607244,65,58,61,57,"RWB,RB,RM",RWB,Sweden,Spezia,0
Bojan Miovski,14.28551418721001,65,51,63,45,ST,ST,North Macedonia,Aberdeen,1
Badredine Bouanani,14.28551418721001,65,45,67,63,"RM,CAM,CF",CAM,France,OGC Nice,0
Yahia Al Shehri,13.262125319779487,65,58,67,68,"RW,LW,CAM",CAM,Saudi Arabia,Al Raed,0
Ethan Hamilton,13.9108207377686,65,63,65,63,CM,CM,Scotland,Accrington Stanley,1
Ali Karimi,13.345506928718539,65,60,66,64,"CDM,CM",CDM,Iran,Yukatel Kayserispor,0
Scott Pittman,13.458835614025542,65,62,66,62,"CM,RW,CF",RM,Scotland,Livingston FC,0
Jesús Barco,13.815510557964274,65,62,62,69,"CM,CDM",CDM,Peru,Sport Boys,0
Gonzalo Pérez,14.22097566607244,65,56,46,54,"CB,CDM",CB,Uruguay,Liverpool Fútbol Club,0
İlhan Parlak,12.611537753638338,65,72,64,63,"ST,LM",ST,Turkey,Yukatel Kayserispor,0
Mariano Peralta Bauer,13.9108207377686,65,64,62,52,"ST,RW",ST,Argentina,Unión de Santa Fe,0
Indy Boonen,13.9108207377686,65,64,67,62,"CAM,RW,ST",CAM,Belgium,KV Oostende,0
Sebastián Moyano Jimenez,13.764217263576723,65,55,70,59,"LM,RM,ST",RM,Spain,CD Lugo,0
Anthony D'Alberto,13.527828485512494,65,60,61,57,"RWB,RB",RWB,Belgium,Aarhus GF,0
Kieran Sadlier,13.458835614025542,65,66,68,62,RWB,RW,Republic of Ireland,Bolton Wanderers,0
Manuel Duarte,14.28551418721001,65,52,64,62,"RM,CAM",RM,Argentina,Defensa y Justicia,0
Sirlord Conteh,13.652991628466498,65,54,66,52,"RM,ST",RM,Germany,SC Paderborn 07,0
Valentine Ozornwafor,14.22097566607244,65,58,44,43,CB,CB,Nigeria,FC Sochaux-Montbéliard,1
George Cîmpanu,14.28551418721001,65,62,67,59,"RM,CAM",LM,Romania,Universitatea Craiova,0
Vinícius Tobías da Silva,14.346138809026444,65,66,68,51,"RB,RM",RB,Brazil,Real Madrid CF,0
Javier Iritier,13.527828485512494,65,60,69,60,"LW,RM,LM",LW,Argentina,Club Atlético Aldosivi,0
Ryan Cooney,13.815510557964274,65,58,61,55,RB,RWB,England,Morecambe,0
Luis Carlos Ovalle,12.834681304952548,65,49,63,53,"LB,LWB",LB,Panama,Deportivo La Guaira FC,0
Joaquin Bigo,14.151982794585487,65,55,68,63,GK,GK,Argentina,Arsenal de Sarandí,1
Alessandro Di Pardo,14.22097566607244,65,60,66,66,RM,RM,Italy,Cagliari,1
Steffen Nkansah,13.681979165339751,65,60,48,45,CB,CB,Germany,FC Erzgebirge Aue,1
Mart Lieder,13.262125319779487,65,66,64,50,ST,ST,Netherlands,FC Emmen,1
Shane O'Neill,13.345506928718539,65,66,56,55,CB,CB,United States,Toronto FC,1
Kevin Martin Krygård,14.22097566607244,65,63,63,60,"CDM,CM",CB,Norway,FK Haugesund,0
Mattia Finotto,13.493926933836812,65,68,65,54,ST,ST,Italy,SPAL,1
Christopher Lannert,13.9108207377686,65,58,59,53,"RB,LB",RWB,Germany,TSV 1860 München,0
Eylon Almog,13.9108207377686,65,58,66,62,"LM,ST,RM",CAM,Israel,TSV Egger Glas Hartberg,0
Agustín Álvarez Wallace,14.22097566607244,65,67,59,58,"CDM,CM",CDM,Uruguay,Club Atlético Peñarol,0
Béni Makouana,14.346138809026444,65,64,68,54,"RM,ST",RM,Congo,Montpellier Hérault SC,0
Kristoffer Velde,13.9108207377686,65,56,68,57,"RM,LM",RM,Norway,Lech Poznań,0
Carlo Lattanzio,13.790192749979985,65,59,64,63,"LM,CM,LW",LM,Argentina,Platense,0
Ibrahima Conté,13.681979165339751,65,51,53,49,CB,CB,Guinea,Chamois Niortais Football Club,1
Mohamed Djetei,13.527828485512494,65,59,52,48,CB,CB,Cameroon,Albacete BP,1
Steffen Hagen,11.77528972943772,65,68,44,51,CB,CB,Norway,Odds BK,1
Gian Nardelli,13.815510557964274,65,53,50,47,"CB,RB",CB,Argentina,Club Atlético Colón,0
Leon Damer,14.28551418721001,65,57,65,63,"RM,CAM",RM,Germany,Hallescher FC,0
Jannis Heuer,14.22097566607244,65,62,55,54,CB,CB,Germany,SC Paderborn 07,1
Piero Vivanco,14.28551418721001,65,60,66,63,"CM,RM,RW",CAM,Peru,Sport Boys,0
Florian Carstens,14.077874822431765,65,57,43,43,CB,CB,Germany,SV Wehen Wiesbaden,1
Krzysztof Kamiński,12.834681304952548,65,56,66,65,GK,GK,Poland,Wisła Płock,1
Jacob Ortmark,13.790192749979985,65,61,68,64,CM,CAM,Sweden,IFK Norrköping,0
Jørgen Skjelvik,13.345506928718539,65,56,62,59,"LB,CB",LB,Norway,Odense Boldklub,0
Shaquil Delos,14.151982794585487,65,60,69,51,"RB,LB,CB",RB,France,Estoril Praia,0
Aynsley Pears,13.997832114758229,65,62,69,62,GK,GK,England,Blackburn Rovers,1
Lewis Stevenson,12.429216196844383,65,62,63,58,LB,LB,Scotland,Hibernian,1
Álvaro García Segovia,14.22097566607244,65,64,61,58,"CB,CDM",CDM,Spain,UD Ibiza,0
Radinio Balker,13.815510557964274,65,60,40,48,CB,CB,Netherlands,FC Groningen,1
Jacques Ekomié,14.28551418721001,65,63,58,53,"LB,CB",LB,Gabon,FC Girondins de Bordeaux,0
Evan Bush,11.289781913656018,65,60,61,63,GK,GK,United States,Columbus Crew,1
Lewis Wing,13.623138665316818,65,65,66,65,CM,CM,England,Wycombe Wanderers,1
José Luis Espinosa Arroyo,13.262125319779487,65,59,51,53,CB,CB,Spain,ATK Mohun Bagan FC,1
Marius Briceag,13.345506928718539,65,59,54,54,LB,LB,Romania,Universitatea Cluj,1
Patryk Makuch,14.28551418721001,65,61,60,46,ST,ST,Poland,Cracovia,1
Fábio Alexandre Silva Nunes,13.345506928718539,65,59,66,61,"LWB,LM",LWB,Portugal,Widzew Łódź,0
Rafael Sousa Gancho Brito,14.28551418721001,65,61,65,69,"CM,RM",CM,Portugal,Clube Sport Marítimo,0
Ismael Cortez,14.22097566607244,65,58,58,46,RB,RB,Argentina,Rosario Central,1
Flavien-Enzo Boyomo,14.28551418721001,65,55,41,40,"CB,RB",CB,France,Albacete BP,0
Hólmbert Aron Friðjónsson,13.493926933836812,65,56,59,48,ST,ST,Iceland,Lillestrøm SK,1
Viktor Agardius,13.071070083016778,65,70,63,56,"CB,LWB",CB,Sweden,IFK Norrköping,0
Ryan Meara,12.834681304952548,65,60,68,61,GK,GK,United States,New York Red Bulls,1
Alessandro Livieri,13.681979165339751,65,53,68,70,GK,GK,Italy,Pisa,1
Piotr Parzyszek,13.493926933836812,65,63,60,53,ST,ST,Poland,CD Leganés,1
L. Henrique Rosa da Silva,14.403297222866392,65,61,66,58,"RM,LM",ST,Brazil,Real Betis Balompié,0
Marco Tilio,14.346138809026444,65,58,68,60,"LM,RM,CAM",CAM,Australia,Melbourne City FC,0
Luciano Pizarro,13.737549016494562,65,57,66,60,"LM,CAM",RM,Argentina,Godoy Cruz,0
Lautaro Geminiani,13.17115354157376,65,59,63,51,"RB,LB",RB,Argentina,Patronato,0
Renzo Revoredo,11.77528972943772,65,70,57,48,"CB,RB",CB,Peru,Sport Boys,0
Mohamed Amoura,14.28551418721001,65,61,70,59,"ST,CAM",RM,Algeria,FC Lugano,0
Haitam Abaida El Achhab,14.346138809026444,65,51,69,58,"LM,CAM",LM,Morocco,Málaga CF,0
Mihai Popa,14.151982794585487,65,62,64,58,GK,GK,Romania,FC Voluntari,1
Amadou Bakayoko,13.710150042306449,65,60,60,51,"ST,RW",ST,Sierra Leone,Bolton Wanderers,0
Zach Hemming,13.737549016494562,65,60,65,62,GK,GK,England,Kilmarnock,1
Jovany Campusano,13.345506928718539,65,55,60,57,"LB,CM",LB,Chile,Deportivo Ñublense,0
Mats Wieffer,14.28551418721001,65,63,67,62,CM,CAM,Netherlands,Feyenoord,0
Henri Saivet,13.304684934198283,65,52,67,69,"CAM,CM,CDM",CAM,Senegal,Pau FC,0
Daniel Celea,13.560618308335483,65,59,45,41,CB,CB,Romania,AFC Chindia Târgoviște,1
Enoch Kofi Adu,13.122363377404328,65,64,66,65,"CDM,CM",CDM,Ghana,Mjällby AIF,0
