,title,authors,average_rating,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,title_ser,num_in_ser
5326,Hollywood Hustle,Gordon Korman,3.64,eng,268.0,1615,145,4/1/2006,Hyperion Paperbacks,Son of the Mob,2
5327,For the Sins of My Father: A Mafia Killer  His Son  and the Legacy of a Mob Lif,Albert Demeo/Mary Jane Ross,4.05,eng,288.0,966,108,9/9/2003,Broadway Books,-,0
5328,El ojo de fueg,Lewis Perdue,3.66,other,496.0,18,1,2/1/2007,Puzzle-Via Magna,-,0
5329,Neptune Noir: Unauthorized Investigations into Veronica Mar,Rob Thomas/Leah Wilson/Heather Havrilesky/Amy Berner/Lynne Edwards/John  Ramos/Alafair Burke/Chris McCubbin/Lawrence Watt-Evans/Lani Diane Rich/Geoff Klock/Judy Fitzwater/Evelyn Vaughn/Joyce Millman/Amanda Ann Klein/Kristen Kidder/Jesse Hassenger/Gwen Ellery/Misty Hook/Samantha Bornemann,3.63,eng,224.0,925,112,4/10/2007,Smart Pop,-,0
5330,The Solois,Nicholas Christopher,3.3,eng,320.0,56,9,11/27/2006,Counterpoint,-,0
5331,Kenang-Kenangan Seorang Geisha,Arthur Golden,4.11,other,784.0,28,6,7/1/2006,Marshall Cavendish Editions,-,0
5332,Survivo,Chuck Palahniuk,3.92,eng,289.0,49307,1637,8/3/2000,Vintage,-,0
5333,Diar,Chuck Palahniuk,3.61,eng,262.0,65139,2120,9/14/2004,Anchor,-,0
5334,Ran,Chuck Palahniuk,,eng,320.0,55592,2516,5/1/2007,Doubleday Books,-,0
5335,Clown Gir,Monica Drake/Chuck Palahniuk,3.39,eng,297.0,6015,327,1/4/2007,Hawthorne Books,-,0
5336,Haunte,Chuck Palahniuk,3.59,eng,419.0,78280,3745,4/11/2006,Anchor,-,0
5337,Fugitives and Refugees: A Walk in Portland  Orego,Chuck Palahniuk,3.51,other,176.0,8460,415,7/8/2003,Crown Journeys/Crown Publishers/Crown Publishing Group/Random House,-,0
5338,Nonfictio,Chuck Palahniuk,3.57,eng,233.0,213,15,8/5/2004,,-,0
5339,Survivan,Chuck Palahniuk/Freddy Michalski,3.92,other,,14,0,2/4/2001,Gallimard,-,0
5340,Fantasma,Chuck Palahniuk/Javier Calvo,3.59,other,442.0,116,13,8/28/2006,Mondadori,-,0
5341,Error human,Chuck Palahniuk/Javier Calvo,3.57,other,253.0,11,1,5/31/2005,Mondadori,-,0
5342,Life After Go,Douglas Coupland,3.79,eng,291.0,9882,338,7/1/2002,Simon & Schuster,-,0
5343,City of Glass: Douglas Coupland's Vancouve,Douglas Coupland,3.83,other,152.0,807,40,5/1/2003,Douglas & McIntyre,-,0
5344,Terry: Terry Fox and His Marathon of Hop,Douglas Coupland,4.34,eng,176.0,256,22,8/4/2005,Douglas & McIntyre,-,0
5345,All Families Are Psychoti,Douglas Coupland,3.67,eng,279.0,361,32,7/1/2002,Harper Perennial,-,0
5346,Shampoo Plane,Douglas Coupland,3.5,eng,282.0,8283,202,3/1/2008,Scribner Book Company,-,0
5347,All Tomorrow's Parties,William Gibson,3.91,eng,,13020,316,2/4/2003,Berkley Books,Bridge,3
5348,Spook Country,William Gibson,3.69,eng,371.0,16342,1258,8/7/2007,Putnam Adult,Blue Ant,2
5349,Burning Chrome,William Gibson/Bruce Sterling/Jonathan Davis/Dennis Holland/Kevin Pariseau/Victor Bevine/Jay Snyder/Brian Nishil/L.J. Ganser/Oliver Wyman/Eric Michael Summerer/Marc Vietor,4.06,eng,224.0,30566,585,7/29/2003,Harper Voyager,Sprawl,0
5350,Idoru,William Gibson,3.8,eng,308.0,17632,388,1/7/2003,Berkley Trade,Bridge,2
5351,Virtual Light,William Gibson,3.85,eng,304.0,18228,358,10/26/1996,Penguin Books Ltd,Bridge,1
5352,Stable Strategies and Other,Eileen Gunn/Howard Waldrop/William Gibson,3.77,eng,208.0,104,19,9/1/2004,Tachyon Publications,-,0
5353,Cyberpunk and Cyberculture: Science Fiction and the Work of William Gibso,Dani Cavallaro,3.77,eng,258.0,62,4,9/13/2001,Bloomsbury Academic,-,0
5354,The Neil Gaiman Audio Collectio,Neil Gaiman,4.24,eng,,1666,208,8/31/2004,HarperFestival,-,0
5355,The Day I Swapped My Dad for Two Goldfis,Neil Gaiman/Dave McKean,4.03,other,64.0,284,31,9/26/2006,HarperCollins,-,0
5356,Death: The Time of Your Life,Neil Gaiman/Chris Bachalo/Mark Buckingham/Mark Pennington/Claire Danes,4.22,eng,95.0,12377,198,12/1/1997,Vertigo,Death of the Endless,2
5357,Creatures of the Nigh,Neil Gaiman/Michael Zulli,3.83,eng,46.0,1706,171,12/27/2004,Dark Horse Books,-,0
5358,New X-Men  Volume 4: Riot at Xavier',Grant Morrison/Frank Quitely,4.06,eng,120.0,2113,54,11/15/2006,Marvel,-,0
5359,The Invisibles  Volume 1: Say You Want a Revolutio,Grant Morrison/Steve Yeowell/Jill Thompson/Dennis Cramer/Peter Milligan,3.95,eng,,8822,372,6/1/1996,DC Comics,-,0
5360,The Mystery Pla,Grant Morrison/Jon J. Muth,,other,80.0,688,40,8/1/1995,Vertigo,-,0
5361,Kid Eternit,Grant Morrison/Duncan Fegredo,3.41,eng,,693,44,2/1/2006,Vertigo,-,0
5362,New X-Men  Volume 1: E Is for Extinctio,Grant Morrison/Frank Quitely,4.06,eng,144.0,7602,135,9/27/2006,Marvel,-,0
5363,Seven Soldiers of Victory  Volume,Grant Morrison/Ryan Sook/Mick Gray/Frazer Irving/J.H. Williams III/Simone Bianchi/Cameron Stewart,3.79,eng,224.0,2046,98,1/4/2006,DC Comics,-,0
5364,Doom Patrol  Vol. 1: Crawling from the Wreckage,Grant Morrison/Richard Case/Doug Braithwaite/Scott Hanna/Carlos Garzon/John Nyberg,4.08,eng,192.0,5447,235,4/17/2000,Vertigo,Doom Patrol,1
5365,The Filt,Grant Morrison/Chris Weston/Gary Erskine,3.75,other,,3907,266,6/1/2004,Vertigo,-,0
5366,Doom Patrol  Vol. 5: Magic Bu,Grant Morrison/Richard Case/Ken Steacy/Stan Woch/Philip Bond/Mark McKenna/Scott Hanna,4.27,eng,203.0,1363,52,4/1/2007,Vertigo,-,0
5367,JLA  Vol. 1: New World Orde,Grant Morrison/Howard Porter/John Dell,3.98,other,93.0,3714,96,4/1/1997,DC Comics,-,0
5368,Batman: Gothi,Grant Morrison/Klaus Janson,3.79,eng,128.0,4294,123,7/1/1998,DC Comics,-,0
5369,JLA: Earth,Grant Morrison/Frank Quitely,,eng,,5165,143,10/1/2000,DC Comics,-,0
5370,New X-Men: Omnibu,Grant Morrison/Marc Silvestri/Chris Bachalo/John Paul Leon/Frank Quitely/Leinil Francis Yu/Igor Kordey/Ethan Van Sciver/Keron Grant/Tom Derenick/Phil Jimenez,,eng,1096.0,2952,112,12/6/2006,Marvel,-,0
5371,Superfolk,Robert  Mayer/Grant Morrison,3.48,eng,240.0,429,57,3/9/2005,St. Martin's Griffin,-,0
5372,Kill Your Boyfrien,Grant Morrison/Philip Bond/D'Israeli/Daniel Vozzo,3.57,other,55.0,1269,66,12/31/1998,DC Comics Vertigo,-,0
5373,Batman: Arkham Asylum - A Serious House on Serious Eart,Grant Morrison/Dave McKean,4.1,eng,216.0,51984,1469,1/11/2005,DC Comics,-,0
5374,JLA: Tierra,Grant Morrison/Frank Quitely/Rafael De la Iglesia,3.97,other,,7,2,11/25/2005,Sticker Design (DC Comics),-,0
5375,Doom Patrol  Vol. 4: Muscleboun,Grant Morrison/Richard Case/Mike Dringenberg/Mark McKenna/Jamie Hewlett/Steve Yeowell/Rian Hughes,4.15,eng,256.0,2322,77,8/30/2006,Vertigo,-,0
5376,New X-Men  Volume 7: Here Comes Tomorro,Grant Morrison/Marc Silvestri,3.75,eng,112.0,1797,55,11/15/2006,Marvel,-,0
5377,The Invisibles  Vol. 7: The Invisible Kingdo,Grant Morrison/Philip Bond/Warren Pleece/Sean Phillips/Jay Stephens/Frank Quitely/Steve Yeowell,,other,288.0,3346,83,12/1/2002,DC Comics Vertigo,-,0
5378,The Invisibles  Vol. 3: Entropy in the U.K,Grant Morrison/Phil Jimenez/John Stokes/Tommy Lee Edwards/Paul Johnson/Steve Yeowell/Dick Giordano/Mark Buckingham/Mark Pennington,4.21,other,232.0,4084,86,8/1/2001,Vertigo,-,0
5379,Invisibl,Pete Hautman,3.84,eng,,2311,347,11/28/2006,Simon Pulse,-,0
5380,The Invisibles  Vol. 4: Bloody Hell in Americ,Grant Morrison/Phil Jimenez/John Stokes,4.17,other,104.0,3882,74,2/1/1998,,-,0
5381,The Invisibles  Vol. 6: Kissing Mister Quimpe,Grant Morrison/Chris Weston/Ivan Reis,,other,,3852,63,2/1/2000,DC Comics Vertigo,-,0
5382,Invisible Residents: The Reality of Underwater UFO,Ivan T. Sanderson/David Hatcher Childress,3.73,other,,62,7,9/15/2005,Adventures Unlimited Press,-,0
5383,The Invisibles  Vol. 5: Counting to Non,Grant Morrison/Phil Jimenez/John Stokes,4.19,other,,4270,67,3/1/1999,Vertigo,-,0
5384,The Invisible Heart: An Economic Romanc,Russell Roberts/Russ Roberts,3.74,eng,282.0,609,90,2/22/2002,MIT Press,-,0
5385,Transmetropolitan  Vol. 2: Lust for Lif,Warren Ellis/Darick Robertson,4.34,eng,208.0,15496,281,2/1/1999,Vertigo,-,0
5386,Transmetropolitan  Vol. 3: Year of the Bastar,Warren Ellis/Darick Robertson/Rodney Ramos,4.41,eng,,13360,193,9/1/1999,Vertigo,-,0
5387,Transmetropolitan  Vol. 5: Lonely Cit,Warren Ellis/Darick Robertson/Rodney Ramos/Patrick Stewart,4.41,eng,,11372,146,7/1/2001,Vertigo,-,0
5388,Transmetropolitan  Vol. 4: The New Scu,Warren Ellis/Darick Robertson/Rodney Ramos/Keith Akin,4.39,eng,133.0,13331,146,9/1/2000,Vertigo,-,0
5389,Transmetropolitan  Vol. 8: Dirg,Warren Ellis/Darick Robertson/Rodney Ramos,4.47,eng,140.0,9963,90,4/1/2003,,-,0
5390,Transmetropolitan  Vol. 10: One More Tim,Warren Ellis/Darick Robertson/Rodney Ramos,4.51,eng,144.0,10308,184,6/1/2004,Vertigo,-,0
5391,Transmetropolitan  Vol. 9: The Cur,Warren Ellis/Darick Robertson/Rodney Ramos,4.44,eng,144.0,10331,90,12/1/2003,Vertigo,-,0
5392,Transmetropolitan  Vol. 7: Spider's Thras,Warren Ellis/Darick Robertson/Rodney Ramos/Darren Aronofsky,,eng,144.0,12633,88,11/1/2002,Vertigo,-,0
5393,Created in Darkness by Troubled Americans: The Best of McSweeney's Humor Categor,Dave Eggers/Kevin Shay/Lee Epstein/Suzanne Kleid/McSweeney's Publishing,3.75,eng,249.0,1791,146,6/14/2005,Vintage,-,0
5394,The Fabric of the Cosmos: Space  Time and the Texture of Realit,Brian Greene,4.11,other,592.0,340,22,2/24/2005,Penguin,-,0
5395,The Meaning of Relativity,Albert Einstein/Brian Greene,4.32,other,200.0,26,2,11/21/2004,Princeton University Press,-,0
5396,Underground! The Disinformation Guide to Ancient Civilizations  Astonishing Archaeology and Hidden Histor,Preston Peet,3.84,eng,343.0,157,5,10/1/2005,Disinformation Company,-,0
5397,Under the Influence: The Disinformation Guide to Drug,Preston Peet,3.64,eng,312.0,58,3,1/1/2004,The Disinformation Company (NYC),-,0
5398,You are Being Lied To: The Disinformation Guide to Media Distortion  Historical Whitewashes  and Cultural Myth,Russ Kick,3.87,eng,399.0,1010,34,4/1/2001,Disinformation Company,-,0
5399,The Origin of Specie,Charles Darwin/Philip Appleman,3.98,other,134.0,33,3,3/15/2002,W.W. Norton & Company,-,0
5400,Red Herrings and White Elephants: The Origins of the Phrases We Use Every Da,Albert Jack/Ann Page,3.73,other,,71,5,11/1/2005,Harper,-,0
5401,The Origin of Satan: How Christians Demonized Jews  Pagans and Heretic,Elaine Pagels,3.9,eng,240.0,5729,209,4/30/1996,Vintage,-,0
5402,Discourse on the Origin of Inequalit,Jean-Jacques Rousseau,3.82,eng,73.0,9975,210,6/4/2004,Dover Publications,-,0
5403,On the Origins of War and the Preservation of Peac,Donald Kagan,4.01,eng,573.0,520,30,1/1/1996,,-,0
5404,The Origins of Totalitarianis,Hannah Arendt,4.28,eng,674.0,77,11,3/1/2004,Schocken Books,-,0
5405,The Origin of Consciousness in the Breakdown of the Bicameral Min,Julian Jaynes,4.25,eng,491.0,3473,426,8/15/2000,Mariner Books,-,0
5406,Final Fantasy Origins - Official Strategy Guid,Casey Loe/Laura Parkinson,3.96,eng,256.0,25,1,4/9/2003,Bradygames,-,0
5407,Social Origins of Dictatorship and Democracy: Lord and Peasant in the Making of the Modern Worl,Barrington Moore Jr./James C. Scott/Edward Friedman,3.98,eng,592.0,823,37,9/1/1993,Beacon Press,-,0
5408,Smithsonian Intimate Guide to Human Origin,Carl Zimmer,4.02,eng,176.0,173,17,2/6/2007,Harper Perennial,-,0
5409,Economic Origins of Dictatorship and Democrac,Daron Acemoğlu/James A. Robinson,,eng,416.0,158,10,10/1/2005,Cambridge University Press,-,0
5410,"African Origins of the Major ""Western Religions",Yosef A.A. Ben-Jochannan,,eng,363.0,129,6,12/1/1991,Black Classic Press,-,0
5411,The Origins of the Civil Rights Movements: Black Communities Organizing for Chang,Aldon D. Morris,4.05,other,368.0,151,13,9/15/1986,Free Press,-,0
5412,The Origin of the Bibl,F.F. Bruce/Philip W. Comfort/Carl F.H. Henry/J.I. Packer,3.86,other,352.0,79,11,12/17/2003,Tyndale House Publishers,-,0
5413,Country of Origi,Don  Lee,3.47,eng,320.0,317,41,4/17/2005,W. W. Norton  Company,-,0
5414,The Making of a Philosopher: My Journey Through Twentieth-Century Philosoph,Colin McGinn,3.65,eng,256.0,226,31,7/8/2003,Harper Perennial,-,0
5415,The Beatles and Philosophy: Nothing You Can Think that Can't Be Thun,Michael Baur/Steven Baur/James S. Spiegel,3.63,eng,288.0,157,14,10/25/2006,Open Court,-,0
5416,The Gospel According to the Beatle,Steve Turner,,eng,254.0,126,23,8/3/2006,Westminster John Knox Press,-,0
5417,JPo,Douglas Coupland,3.69,other,448.0,617,72,5/16/2006,Bloomsbury,-,0
5418,Hairstyles of the Damne,Joe Meno,3.72,eng,270.0,5298,468,9/1/2004,Akashic Books/Punk Planet Books,-,0
5419,Just Visiting This Planet: Merlin Answers More Questions about Everything Under the Sun  Moon  and Star,Neil deGrasse Tyson/Stephen Tyson,4.17,eng,352.0,86,4,7/13/1998,Main Street Books,-,0
5420,Merlin's Tour of the Univers,Neil deGrasse Tyson,4.02,eng,318.0,305,27,7/14/1997,Main Street Books,-,0
5421,Death by Black Hole: And Other Cosmic Quandarie,Neil deGrasse Tyson,4.1,eng,,9837,552,1/17/2007,,-,0
5422,Tales from the Dark Towe,Joseph Vargo/Christine Filipak/Eric Muss-Barnes/Jalone J. Haessig/Joseph Iorillo/Robert Michaels/Russell Novotny/James Pipik,4.23,other,282.0,54,5,10/1/2003,Monolith Graphics,-,0
5423,The Dark Tower,Stephen King,4.28,eng,686.0,362,40,9/21/2004,Hodder & Stoughton,The Dark Tower,7
5424,The Gunslinge,Stephen King,3.96,eng,231.0,2309,230,6/23/2003,Viking,-,0
5425,Gunslinger Girl  Vol.,Yu Aida/Hiroshi Aida,3.87,eng,,911,42,12/29/2003,ADV Manga,-,0
5426,Gunslinge,Ed Dorn,,eng,224.0,247,24,8/22/1989,Duke University Press Books,-,0
5427,Wasteland of Flin,Thomas Harlan,3.79,eng,512.0,291,38,2/1/2004,Tor Books,-,0
5428,Cities in Dust,Antony Johnston/Christopher Mitten,3.55,eng,160.0,576,73,4/20/2010,Oni Press,Wasteland,1
5429,Slim to None: A Journey Through the Wasteland of Anorexia Treatmen,Jennifer Hendricks/Gordon Hendricks,3.63,eng,384.0,580,21,2/4/2004,McGraw-Hill Education,-,0
5430,Sit  Walk  Stan,Watchman Nee,,eng,80.0,2663,141,11/4/1977,Tyndale House Publishers,-,0
5431,Prayers for the Assassin,Robert Ferrigno,3.76,eng,,791,95,10/31/2006,Pocket Star Books,Assassin Trilogy,1
5432,Voices From the Stree,Philip K. Dick,3.29,other,301.0,698,104,1/23/2007,Tor Books,-,0
5433,The Minority Report: 18 Classic Storie,Philip K. Dick/James Tiptree Jr.,,eng,380.0,456,40,5/1/2002,Citadel,-,0
5434,Flow My Tears  the Policeman Sai,Philip K. Dick,3.91,eng,204.0,26767,1075,11/8/2001,Gollancz,-,0
5435,The Crack in Spac,Philip K. Dick,3.46,eng,188.0,1878,142,3/8/2005,Vintage,-,0
5436,Ubi,Philip K. Dick/David Alabort/Manuel Espín,,other,288.0,63422,2486,5/1/2006,La factoría de ideas,-,0
5437,The Best of Philip K. Dic,Philip K. Dick/John Brunner,,eng,450.0,622,33,2/12/1978,Del Rey Books (NY),-,0
5438,Vulcan's Hamme,Philip K. Dick,3.52,eng,,1561,97,8/10/2004,Vintage,-,0
5439,Carly's Soun,Ali Vali,4.21,eng,212.0,454,11,6/1/2006,Bold Strokes Books,-,0
5440,The System of Object,Jean Baudrillard/James Benedict,4.01,eng,,1002,27,1/17/2006,Verso,-,0
5441,The Intelligence of Evil or the Lucidity Pac,Jean Baudrillard/Chris     Turner,,eng,215.0,247,9,12/1/2005,Bloomsbury Academic,-,0
5442,Introducing Baudrillar,Chris Horrocks/Zoran Jevtić,,eng,176.0,165,25,8/13/1997,Icon Books,-,0
5443,Existentialism and Human Emotion,Jean-Paul Sartre,3.84,eng,96.0,4190,147,12/1/2000,Citadel,-,0
5444,Nause,Jean-Paul Sartre/James  Wood/Robert Baldick,3.92,eng,253.0,1590,140,11/30/2000,Penguin Books,-,0
5445,From Socrates to Sartre: The Philosophic Ques,T.Z. Lavine,,eng,426.0,932,70,1/1/1985,Bantam,-,0
5446,The Trial and Death of Socrates,Plato/G.M.A. Grube/John M. Cooper,4.08,eng,58.0,26252,344,6/1/2001,Hackett Publishing Company,-,0
5447,The Trial of Queen Caroline: The Scandalous Affair that Nearly Ended a Monarch,Jane Robins,3.39,eng,384.0,52,8,8/7/2006,Free Press,-,0
5448,Bookend,Jane Green,3.72,eng,368.0,37153,822,5/27/2003,Broadway Books,-,0
5449,Jemima J.: For those who love Faking Friends and My Sweet Revenge by Jane Fallo,Jane Green,3.65,eng,450.0,683,66,8/6/1998,Penguin Books,-,0
5450,Feeling Better  Getting Better  Staying Better: Profound Self-Help Therapy for Your Emotion,Albert Ellis,,eng,272.0,51,6,6/1/2001,Impact,-,0
5451,American Sphinx: The Character of Thomas Jefferso,Joseph J. Ellis,3.92,eng,440.0,20178,590,4/7/1998,Vintage,-,0
5452,Line Of Visio,David Ellis,3.81,other,448.0,609,82,2/5/2002,G.P. Putnam's Sons,-,0
5453,The Other Woma,Jane Green,,eng,389.0,29112,651,6/6/2006,Berkley,-,0
5454,No Other Woman,Shannon Drake,3.78,eng,391.0,299,7,6/1/1996,Avon Books,No Other,2
5455,The Other Woman,Brenda Novak,,eng,299.0,560,33,5/9/2006,Harlequin Special Releases,Dundee  Idaho,7
5456,Sins of a Shaker Summer,Deborah Woodworth,3.52,eng,,58,6,3/9/1999,Avon,Sister Rose Callahan,3
5457,InuYasha Ani-Manga  Vol. 1,Rumiko Takahashi,,eng,206.0,5862,55,1/14/2004,VIZ Media LLC,Inuyasha Ani-Manga,1
5458,Pusteblum,Marian Keyes,3.81,other,560.0,59,0,5/1/2001,Heyne,-,0
5459,¿Quién te lo ha contado,Marian Keyes,3.79,other,648.0,169,9,12/30/2005,DeBolsillo,-,0
5460,Une vie de rêv,Marian Keyes,3.69,other,593.0,11,4,5/4/2005,Pocket,-,0
5461,Por los pelo,Marian Keyes,3.81,other,592.0,34,5,9/17/2002,Plaza y Janes,-,0
5462,Under the Duve,Marian Keyes,3.52,eng,304.0,401,43,7/28/2009,Penguin UK,-,0
5463,Rachel se va de viaje,Marian Keyes,,other,595.0,204,21,3/30/2003,DeBolsillo,La familia Walsh,2
5464,Yeats ist tot,Joseph O'Connor/Diethard Herles/Pauline McLynn/Gerard Stembridge/Frank McCourt/Conor McPherson/Gene Kerrigan/Gina Moxley/Marian Keyes/Anthony Cronin/Owen O'Neill/Hugo Hamilton/Charlie O'Neill/Tom Humphries/Donal O'Kelly,3.4,other,332.0,11,2,4/1/2003,List Taschenbuch,-,0
5465,Le Club de la dernière chanc,Marian Keyes,,other,608.0,6,0,6/5/2003,Pocket,-,0
5466,Les vacances de Rachel,Marian Keyes/Roxane Azimi,3.95,other,563.0,7,1,5/2/2002,Pocket,Walsh Family,2
5467,Auszeit für Engel Walsh Family  #3,Marian Keyes,3.75,other,477.0,16,1,2/1/2003,Heyne,Auszeit für Engel Walsh Family,3
5468,Slightly Settled,Wendy Markham,3.68,other,312.0,4756,84,1/23/2004,Red Dress Ink,Slightly,2
5469,犬夜叉,Rumiko Takahashi,4.26,other,192.0,16,0,11/18/1998,小学館,-,0
5470,犬夜叉 2,Rumiko Takahashi,4.26,other,192.0,11,1,12/18/2001,小学館,-,0
5471,犬夜叉 1,Rumiko Takahashi,4.25,other,192.0,13,0,9/18/1999,小学館,-,0
5472,犬夜叉  2,Rumiko Takahashi,,other,192.0,12,1,9/18/2002,小学館,-,0
5473,The Return of Lum  Volume 3: Sweet Revenge,Rumiko Takahashi,3.97,other,216.0,32,1,3/8/1997,Viz Media,Urusei Yatsura,4
5474,The Return of Lum  Volume 5: Feudal Furor,Rumiko Takahashi,4.04,other,200.0,27,0,12/6/1997,Viz Media,Urusei Yatsura,6
5475,Lamu: Urusei Yatsura,Rumiko Takahashi,4.08,other,,38,0,8/30/2005,Glénat,-,0
5476,The Return of Lum  Volume 1: Urusei Yatsura,Rumiko Takahashi,4.11,eng,208.0,72,4,6/5/1995,Viz Media,Urusei Yatsura,2
5477,Lum: Urusei Yatsura. Perfect Collection,Rumiko Takahashi,,other,400.0,131,7,6/5/1997,Viz Media,Urusei Yatsura,1
5478,らんま½ 1,Rumiko Takahashi,4.06,other,176.0,0,0,9/18/2002,小学館 [Shōgakukan],-,0
5479,Ranma 1/2  Vol. 12,Rumiko Takahashi,4.11,eng,200.0,1102,19,8/17/2004,VIZ Media LLC,Ranma ½ (US 2nd),12
5480,Your and My Secret  Vol.,Ai Morinaga,3.54,eng,174.0,406,31,7/6/2004,ADV Manga,-,0
5481,A Man Rides Through,Stephen R. Donaldson,4.02,eng,,11246,148,6/3/2003,Del Rey,Mordant's Need,2
5482,The One Tree,Stephen R. Donaldson,3.98,other,479.0,174,3,11/18/1996,,The Second Chronicles of Thomas Covenant,2
5483,The Gap Into Madness: Chaos and Order,Stephen R. Donaldson,4.15,eng,617.0,4544,69,6/1/1994,Spectra,Gap,4
5484,The Gap Into Vision: Forbidden Knowledge,Stephen R. Donaldson,,other,480.0,5020,101,7/21/2010,Bantam,Gap,2
5485,The Gap Into Power: A Dark and Hungry God Arises,Stephen R. Donaldson,4.08,eng,518.0,5460,89,10/21/2009,Spectra,Gap,3
5486,Pretty Face  Vol.,Yasuhiro Kano,3.83,eng,192.0,494,40,8/7/2007,VIZ Media LLC,-,0
5487,Not Just a Pretty Face: Dolls and Human Figurines in Alaska Native Culture,Molly C. Lee/Angela J. Linn/Chase Hensel/James H. Barker,3.5,eng,80.0,2,0,3/1/2006,University of Alaska Press,-,0
5488,Just Another Pretty Face,Candace Schuler,3.89,eng,215.0,17,1,7/23/1993,Harlequin Temptation,Hollywood Dynasty,2
5489,Skylight Confession,Alice Hoffman,,eng,264.0,6754,744,1/1/2007,Little Brown and Company,-,0
5490,The Foretellin,Alice Hoffman,3.84,eng,182.0,2646,247,9/1/2006,Little  Brown Books for Young Readers,-,0
5491,Incantatio,Alice Hoffman,3.88,eng,166.0,5653,800,10/1/2006,Little  Brown Books for Young Readers,-,0
5492,Practical Magic,Alice Hoffman,3.78,eng,286.0,54261,4232,8/5/2003,Penguin,Practical Magic,1
5493,The Probable Futur,Alice Hoffman,3.83,eng,352.0,11910,965,6/1/2004,Ballantine Books,-,0
5494,Amerik,Franz Kafka/Willa Muir/Edwin Muir/Klaus Mann/E.L. Doctorow,3.75,eng,336.0,17981,522,7/2/1996,Schocken,-,0
5495,Kafka: Toward a Minor Literatur,Gilles Deleuze/Félix Guattari/Franz Kafka,4.17,eng,136.0,1287,45,10/31/1986,Univ Of Minnesota Press,-,0
5496,The Annotated Brothers Grim,Jacob Grimm/Wilhelm Grimm/Maria Tatar/A.S. Byatt/George Cruikshank/Paul Hey/Walter Crane/Warwick Goble/Kay Nielsen/Arthur Rackham,4.46,eng,462.0,3132,103,9/17/2004,W. W. Norton  Company,-,0
5497,The Complete Brothers Grimm Fairy Tale,Jacob Grimm/Wilhelm Grimm,4.3,other,680.0,4420,165,10/3/2006,Gramercy Books,-,0
5498,The Complete Fairy Tales of The Brothers Grim,Jacob Grimm/Wilhelm Grimm/Jack D. Zipes/Johnny Gruelle,4.3,eng,762.0,877,55,1/1/2003,Bantam,-,0
5499,Beyond Innocence,Emma Holly,,other,295.0,1421,68,7/1/2001,Jove,Beyond Duet,1
5500,Emma  Vol. 0,Kaoru Mori/森 薫,3.83,eng,183.0,3515,339,9/20/2006,CMX,-,0
5501,Drum Into Silence,Jo Clayton/Kevin Andrew Murphy,3.41,other,399.0,1,0,2/1/2004,Tor Fantasy,Drums of Chaos,3
5502,Dance Down the Stars,Jo Clayton,3.74,eng,368.0,35,0,9/1/1994,,Duel of Sorcery: Dancer,3
5503,Drum Calls,Jo Clayton,3.72,eng,341.0,29,1,7/1/1998,Tor Books,Drums of Chaos,2
5504,Fire in the Sky,Jo Clayton,,eng,352.0,63,2,5/1/1995,DAW,Diadem: Shadowsong,1
