title,authors,average_rating,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,title_ser,num_in_ser,month,day,year,century,num_coauthors,pages_category
The Loftier Way: Tales from the Ancient American Frontie,Blaine M. Yorgason/Brenton G. Yorgason,3.78,eng,131.0,9,2,12/28/1985,Deseret Book Company,-,0,12,28,1985,20,2,от 100 до 500 стр.
A Higher Justice,James Scott Bell,4.26,eng,303.0,175,18,9/1/2003,,The Trials of Kit Shannon,5,9,1,2003,21,1,от 100 до 500 стр.
Plot & Structure: Techniques and Exercises for Crafting a Plot That Grips Readers from Start to Finis,James Scott Bell,4.1,eng,,4480,439,10/6/2004,Writer's Digest Books,-,0,10,6,2004,21,1,
Deadloc,James Scott Bell,3.96,eng,319.0,327,20,10/6/2002,Zondervan,-,0,10,6,2002,21,1,от 100 до 500 стр.
Breach of Promis,James Scott Bell,,eng,345.0,368,36,2/15/2004,Zondervan,-,0,2,15,2004,21,1,от 100 до 500 стр.
Keats's Poetry and Pros,John Keats/Jeffrey N. Cox,4.3,eng,673.0,291,10,8/1/2008,,-,0,8,1,2008,21,2,от 500 до 1000 стр.
A False Mirror,Charles Todd,4.02,eng,384.0,2519,225,1/9/2007,William Morrow,Inspector Ian Rutledge,9,1,9,2007,21,1,от 100 до 500 стр.
Wings of Fire,Charles Todd,3.99,eng,323.0,5029,438,5/15/1999,St. Martin's Paperbacks,Inspector Ian Rutledge,2,5,15,1999,20,1,от 100 до 500 стр.
A Cold Treachery,Charles Todd,4.15,eng,416.0,2997,265,8/30/2005,Bantam,Inspector Ian Rutledge,7,8,30,2005,21,1,от 100 до 500 стр.
The Murder Ston,Charles Todd,3.83,eng,416.0,1492,175,8/31/2004,Bantam,-,0,8,31,2004,21,1,от 100 до 500 стр.
Legacy of the Dead,Charles Todd,,eng,,4081,316,6/1/2001,Bantam Books,Inspector Ian Rutledge,4,6,1,2001,21,1,
A Fearsome Doubt,Charles Todd,4.04,eng,384.0,2815,258,7/29/2003,Bantam,Inspector Ian Rutledge,6,7,29,2003,21,1,от 100 до 500 стр.
Watchers of Time,Charles Todd,3.99,eng,421.0,3194,326,7/30/2002,Bantam,Inspector Ian Rutledge,5,7,30,2002,21,1,от 100 до 500 стр.
Search the Dark,Charles Todd,4.01,eng,,3896,324,5/15/2000,St. Martin's Press,Inspector Ian Rutledge,3,5,15,2000,20,1,
Hunters of Dune,Brian Herbert/Kevin J. Anderson,3.65,eng,524.0,10798,274,8/22/2006,Tor Books,Dune Chronicles,7,8,22,2006,21,2,от 500 до 1000 стр.
The Battle Of Corrin,Brian Herbert/Kevin J. Anderson,3.74,eng,624.0,59,2,9/1/2004,Hodder & Stoughton Ltd,Legends of Dune,3,9,1,2004,21,2,от 500 до 1000 стр.
House Corrino,Brian Herbert/Kevin J. Anderson,3.68,eng,667.0,12257,167,8/27/2002,Spectra Books,Prelude to Dune,3,8,27,2002,21,2,от 500 до 1000 стр.
House Harkonnen,Brian Herbert/Kevin J. Anderson,3.67,eng,733.0,13161,206,8/28/2001,Spectra Books,Prelude to Dune,2,8,28,2001,21,2,от 500 до 1000 стр.
Doctor Who: The Inside Stor,Gary Russell,4.22,eng,,273,10,10/26/2006,BBC Books,-,0,10,26,2006,21,1,
Doctor Who Short Trips: Repercussion,Gary Russell/Peter Anghelides/J. Shaun Lyon/Jon de Burgh Miller/Eddie Robson/Todd Green/Andy Russell/Andrew Collins/Kathryn Sullivan/Iain McLaughlin/Mark Michalowski/Joseph Lidster/Trevor Baxendale/Colin Brake/Claire Bartlett/Sarah Groenewegen/Trey Korte/Andy Frankham-Allen,3.38,eng,246.0,42,5,7/1/2004,Big Finish,-,0,7,1,2004,21,18,от 100 до 500 стр.
Gerontiu,James Hamilton-Paterson,3.74,eng,272.0,4,2,4/17/2002,Not Avail,-,0,4,17,2002,21,1,от 100 до 500 стр.
Hellstrom's Hiv,Frank Herbert,3.69,eng,312.0,41,3,3/23/1982,Bantam Books (NY),-,0,3,23,1982,20,1,от 100 до 500 стр.
The Dark City,Max Allan Collins,,eng,233.0,49,5,8/1/2005,Severn House Publishers,Eliot Ness,1,8,1,2005,21,1,от 100 до 500 стр.
Bullet Proof,Max Allan Collins,3.98,eng,197.0,31,2,12/20/2005,Severn House Publishers,Eliot Ness,3,12,20,2005,21,1,от 100 до 500 стр.
The Penguin Companion to European Literatur,Anthony Thorlby,4.5,eng,907.0,1,0,5/30/1969,Penguin Books,-,0,5,30,1969,20,1,от 500 до 1000 стр.
West To Ede,Gloria Goldreich,3.77,eng,501.0,2,0,12/1/1988,Avon Books,-,0,12,1,1988,20,1,от 500 до 1000 стр.
The Variou,Steve Augarde,,eng,448.0,825,98,11/8/2005,Yearling,-,0,11,8,2005,21,1,от 100 до 500 стр.
Truman Capote: In Which Various Friends  Enemies  Acquaintances  and Detractors Recall His Turbulent Caree,George Plimpton,4.08,eng,498.0,908,56,11/10/1998,Anchor,-,0,11,10,1998,20,1,от 100 до 500 стр.
The Burnt Orange Heres,Charles Willeford,3.9,eng,,564,49,12/20/1999,Carroll & Graf,-,0,12,20,1999,20,1,
Ewan McGregor: From Junkie to Jed,Brian J. Robb,2.8,eng,144.0,10,1,5/5/1999,Plexus Publishing,-,0,5,5,1999,20,1,от 100 до 500 стр.
Shadow Twi,Gardner Dozois/George R.R. Martin/Daniel Abraham,3.57,eng,114.0,65,7,6/1/2005,Subterranean Press,-,0,6,1,2005,21,3,от 100 до 500 стр.
Der Prophe,Kahlil Gibran,,other,,9,0,9/1/2001,Benziger,-,0,9,1,2001,21,1,
Le prophèt,Kahlil Gibran,4.23,other,172.0,1,0,10/8/2002,Dervy,-,0,10,8,2002,21,1,от 100 до 500 стр.
The Complete Stories of Robert Louis Stevenson: Strange Case of Dr. Jekyll and Mr. Hyde and Nineteen Other Tale,Robert Louis Stevenson/Barry Menikoff,4.13,eng,818.0,439,12,10/8/2002,Modern Library,-,0,10,8,2002,21,2,от 500 до 1000 стр.
The Complete Short Stories Of Robert Louis Stevenson: With A Selection Of The Best Short Novel,Robert Louis Stevenson/Charles Neider,,eng,720.0,52,12,8/22/1998,Da Capo Press,-,0,8,22,1998,20,2,от 500 до 1000 стр.
A Child's Garden of Verse,Robert Louis Stevenson/Tasha Tudor,4.3,eng,67.0,22227,431,2/1/1999,Simon & Schuster Books for Young Readers,-,0,2,1,1999,20,2,до 100 стр.
Have Space Suit—Will Trave,Robert A. Heinlein,3.9,eng,276.0,23541,661,2/8/2005,Pocket Books,-,0,2,8,2005,21,1,от 100 до 500 стр.
Practicalitie,Marguerite Duras/Barbara Bray,3.98,eng,143.0,226,19,10/22/1993,Grove Press,-,0,10,22,1993,20,2,от 100 до 500 стр.
Le ravissement de Lol V. Stei,Marguerite Duras,3.66,other,192.0,485,38,6/25/1976,Gallimard,-,0,6,25,1976,20,1,от 100 до 500 стр.
India Son,Marguerite Duras/Barbara Bray,3.57,eng,146.0,289,9,1/13/1994,Grove Press,-,0,1,13,1994,20,2,от 100 до 500 стр.
Clow,Quentin Blake,3.98,other,32.0,384,47,9/15/1998,Henry Holt and Co. (BYR),-,0,9,15,1998,20,1,до 100 стр.
The Spiral Stair,Joan Aiken/Quentin Blake,,eng,62.0,35,5,8/1/2000,Barn Owl Books,Arabel and Mortimer,6,8,1,2000,20,2,до 100 стр.
A Near Thing for Captain Najork,Russell Hoban/Quentin Blake,,eng,32.0,76,11,10/1/2006,David R. Godine,Captain Najork,2,10,1,2006,21,2,до 100 стр.
Reptiles and Amphibians,Mark O'Shea/Tim Halliday/Jonathan Metcalf,4.0,eng,256.0,56,5,10/1/2002,DK Publishing (Dorling Kindersley),-,0,10,1,2002,21,3,от 100 до 500 стр.
The Camera,Ansel Adams/Robert Hardy Baker,4.16,eng,,5961,65,6/1/1995,Little  Brown and Company,Ansel Adams Photography,1,6,1,1995,20,2,
The Negative,Ansel Adams/Robert Hardy Baker,4.4,other,,1384,32,6/1/1995,Little  Brown and Company,Ansel Adams Photography,2,6,1,1995,20,2,
The Print,Ansel Adams/Robert Hardy Baker,4.37,other,203.0,997,14,6/1/1995,Little  Brown and Company,Ansel Adams Photography,3,6,1,1995,20,2,от 100 до 500 стр.
The Changing Status of the Artis,Emma Barker/Nick Webb/Kim W. Woods,3.93,eng,260.0,8,0,3/1/1999,Yale University Press,-,0,3,1,1999,20,3,от 100 до 500 стр.
Vicars of Christ: A History of the Pope,Charles A. Coulombe,3.94,other,492.0,31,2,7/1/2003,,-,0,7,1,2003,21,1,от 100 до 500 стр.
The Big Bing: Black Holes of Time Management  Gaseous Executive Bodies  Exploding Careers  and Other Theories on the Origins of the Business Univers,Stanley Bing,,other,368.0,27,6,1/3/2006,,-,0,1,3,2006,21,1,от 100 до 500 стр.
What Would Machiavelli Do?: The Ends Justify the Meannes,Stanley Bing,3.45,eng,176.0,464,58,7/28/2004,Harper Business,-,0,7,28,2004,21,1,от 100 до 500 стр.
William James: In the Maelstrom of American Modernis,Robert D. Richardson Jr.,,eng,622.0,353,42,11/9/2006,Houghton Mifflin Harcourt,-,0,11,9,2006,21,1,от 500 до 1000 стр.
Cliffs Notes on Wright's Black Bo,Carl Senna/CliffsNotes/Richard Wright,3.75,eng,56.0,3,0,5/5/1971,Cliffs Notes,-,0,5,5,1971,20,3,до 100 стр.
The Wit and Wisdom of Abraham Lincoln: A Book of Quotation,Abraham Lincoln/Bob Blaisdell,4.15,eng,96.0,461,33,8/8/2005,Dover Publications,-,0,8,8,2005,21,2,до 100 стр.
Speeches and Writings 1832–185,Abraham Lincoln/Don E. Fehrenbacher,4.36,eng,898.0,1180,21,10/1/1989,Library of America,-,0,10,1,1989,20,2,от 500 до 1000 стр.
Selected Speeches and Writing,Abraham Lincoln/Gore Vidal,4.22,eng,515.0,172,12,2/18/1992,Vintage Books USA,-,0,2,18,1992,20,2,от 500 до 1000 стр.
George Eliot: The Last Victoria,Kathryn  Hughes,4.05,eng,,176,25,7/2/2001,Cooper Square Press,-,0,7,2,2001,21,1,
The Mill on the Flos,George Eliot/A.S. Byatt,,eng,579.0,41816,1337,2/27/2003,Penguin Classics,-,0,2,27,2003,21,2,от 500 до 1000 стр.
Scenes of Clerical Lif,George Eliot/Thomas A. Noble,3.78,eng,310.0,2369,62,1/24/2002,Oxford University Press,-,0,1,24,2002,21,2,от 100 до 500 стр.
Terry Jones' Medieval Live,Terry Jones/Alan Ereira,4.02,eng,,1950,155,5/5/2005,BBC Books,-,0,5,5,2005,21,2,
Terry Jones' Fairy Tale,Terry Jones/Michael Foreman,4.25,eng,160.0,182,19,6/1/1993,Puffin,-,0,6,1,1993,20,2,от 100 до 500 стр.
Some Ethe,Nick Flynn,4.16,eng,85.0,1683,87,5/1/2000,Graywolf Press,-,0,5,1,2000,20,1,до 100 стр.
Tin House: Evil,Chris Adrian/Nick Flynn/Francine Prose/Josip Novakovich/Moonshine,3.9,eng,,29,1,4/6/2007,Tin House Magazine,-,0,4,6,2007,21,5,
A Note Slipped Under the Door: Teaching from Poems We Lov,Nick Flynn/Shirley McPhillips/Philippa Stratton,4.12,eng,256.0,57,5,1/1/2000,Stenhouse Publishers,-,0,1,1,2000,20,3,от 100 до 500 стр.
The Trouble with Testosterone and Other Essays on the Biology of the Human Predicamen,Robert M. Sapolsky,,eng,,1106,85,4/24/1998,Scribner,-,0,4,24,1998,20,1,
Monkeyluv: And Other Essays on Our Lives as Animal,Robert M. Sapolsky,4.17,other,209.0,1024,102,10/10/2006,Scribner,-,0,10,10,2006,21,1,от 100 до 500 стр.
Literary Criticism  Vol. 1: Essays on Literature / American Writers / English Writer,Henry James/Leon Edel/Mark Wilson,4.26,eng,1504.0,27,4,12/1/1984,Library of America,-,0,12,1,1984,20,3,от 1000 стр.
Advanced Statistics Demystifie,Larry J. Stephens,4.0,eng,324.0,9,0,6/7/2004,McGraw-Hill Education,-,0,6,7,2004,21,1,от 100 до 500 стр.
Lilly's Big Da,Kevin Henkes,4.2,other,40.0,3177,205,3/28/2006,Greenwillow Books,-,0,3,28,2006,21,1,до 100 стр.
Chester's Wa,Kevin Henkes,4.22,eng,32.0,5218,294,9/22/1997,Greenwillow Books,-,0,9,22,1997,20,1,до 100 стр.
Julius  the Baby of the Worl,Kevin Henkes,4.28,eng,32.0,6697,348,9/21/1995,Greenwillow Books,-,0,9,21,1995,20,1,до 100 стр.
Forms of Tal,Erving Goffman,3.81,eng,344.0,82,2,3/1/1981,University of Pennsylvania Press,-,0,3,1,1981,20,1,от 100 до 500 стр.
Interaction Ritual - Essays on Face-to-Face Behavio,Erving Goffman,4.05,eng,288.0,308,9,1/12/1982,Pantheon,-,0,1,12,1982,20,1,от 100 до 500 стр.
Study Bible: NI,Anonymous,,eng,2198.0,4166,186,10/1/2002,Zondervan Publishing House,-,0,10,1,2002,21,1,от 1000 стр.
My Lord Eternity,Debbie Raleigh/Alexandra Ivy,3.73,eng,256.0,407,14,10/1/2003,Zebra,Immortal Rogues,2,10,1,2003,21,2,от 100 до 500 стр.
Aesop's Fable,Aesop/Ann McGovern,4.05,eng,,108,10,11/1/1963,Scholastic Paperbacks,-,0,11,1,1963,20,2,
Once A Wolf: How Wildlife Biologists Fought to Bring Back the Gray Wol,Stephen R. Swinburne/Jim Brandenburg,4.06,eng,48.0,43,21,2/26/2001,HMH Books for Young Readers,-,0,2,26,2001,21,2,до 100 стр.
Conversations with Don DeLill,Don DeLillo/Thomas DePietro,4.06,other,183.0,111,7,1/13/2005,University Press of Mississippi,-,0,1,13,2005,21,2,от 100 до 500 стр.
Inventing America: Jefferson's Declaration of Independenc,Garry Wills,3.93,eng,432.0,161,16,11/14/2002,Mariner Books,-,0,11,14,2002,21,1,от 100 до 500 стр.
Venice: Lion City: The Religion of Empir,Garry Wills,3.76,eng,416.0,124,20,9/3/2002,Washington Square Press,-,0,9,3,2002,21,1,от 100 до 500 стр.
Four Weddings and a Funera,Richard Curtis,3.75,eng,128.0,47,4,4/15/1996,St. Martin's Griffin,-,0,4,15,1996,20,1,от 100 до 500 стр.
Hallowee,Richard Curtis,4.13,eng,166.0,13,0,9/1/1982,Bantam,-,0,9,1,1982,20,1,от 100 до 500 стр.
Janet  My Mother and Me: A Memoir of Growing Up with Janet Flanner and Natalia Danesi Murra,William Murray,3.5,eng,320.0,36,8,2/17/2000,Simon & Schuster,-,0,2,17,2000,20,1,от 100 до 500 стр.
Catch That Pass,Matt Christopher,3.91,eng,130.0,290,23,9/1/1989,Little  Brown Books for Young Readers,-,0,9,1,1989,20,1,от 100 до 500 стр.
Divide and Conquer,Jeff Rovin/Tom Clancy/Steve Pieczenik,3.8,eng,,2560,30,6/12/2000,Berkley,Tom Clancy's Op-Center,7,6,12,2000,20,3,
Death Match,Diane Duane/Tom Clancy/Steve Pieczenik,4.17,eng,192.0,136,1,7/1/2003,Berkley,Tom Clancy's Net Force Explorers,18,7,1,2003,21,3,от 100 до 500 стр.
Line of Control,Jeff Rovin/Tom Clancy/Steve Pieczenik,3.86,eng,,3488,29,6/5/2001,Berkley,Tom Clancy's Op-Center,8,6,5,2001,21,3,
Sea of Fire,Jeff Rovin/Tom Clancy/Steve Pieczenik,3.89,eng,400.0,1267,24,6/24/2003,Berkley Books,Tom Clancy's Op-Center,10,6,24,2003,21,3,от 100 до 500 стр.
One is the Loneliest Number,Diane Duane/Tom Clancy/Steve Pieczenik,3.95,eng,182.0,452,1,4/1/1999,Berkley Publishing Group,Tom Clancy's Net Force Explorers,3,4,1,1999,20,3,от 100 до 500 стр.
Aliens: Nightmare Asylu,Steve Perry,3.67,other,277.0,1118,54,4/1/1993,Spectra Books,-,0,4,1,1993,20,1,от 100 до 500 стр.
The Omega Cage,Steve Perry/Michael Reaves,3.78,eng,256.0,522,18,4/1/1988,Ace,Matador,4,4,1,1988,20,2,от 100 до 500 стр.
The 97th Step,Steve Perry,4.22,eng,304.0,744,9,12/1/1989,,Matador,5,12,1,1989,20,1,от 100 до 500 стр.
A Friar's Bloodfeud,Michael Jecks,4.1,eng,500.0,220,14,6/5/2006,Headline,Knights Templar,20,6,5,2006,21,1,от 500 до 1000 стр.
Death Ship of Dartmouth,Michael Jecks,4.06,eng,352.0,7,1,6/1/2006,Headline Book Publishing,Knights Templar,21,6,1,2006,21,1,от 100 до 500 стр.
The John Deere Two-Cylinder Tractor Encyclopedia: The Complete Model-by-Model Histor,Don Macmillan/Wayne G. Broehl Jr.,,eng,256.0,4,0,5/15/2007,Voyageur Press,-,0,5,15,2007,21,2,от 100 до 500 стр.
Phantom,Rosalind M. Greenberg,3.38,eng,270.0,13,0,4/4/1989,DAW,-,0,4,4,1989,20,1,от 100 до 500 стр.
Fantasy Gone Wron,Martin H. Greenberg/Brittiany A. Koren/Brian Stableford/Mickey Zucker Reichert/Fiona Patton/Jim C. Hines/Esther M. Friesner/Donald J. Bingle/Alan Dean Foster/Devon Monk/Phaedra M. Weldon/Christina F. York/Jana Paniccia/Josepha Sherman/Susan Sizemore/Michael Jasper/Janny Wurts/Lisanne Norman,,eng,309.0,229,33,9/5/2006,DAW,-,0,9,5,2006,21,18,от 100 до 500 стр.
The Ghosts in Baker Street: New Tales of Sherlock Holme,Martin H. Greenberg/Daniel Stashower,3.58,other,320.0,51,6,1/9/2006,Running Press,-,0,1,9,2006,21,2,от 100 до 500 стр.
Christmas Bestiar,Martin H. Greenberg/Jack Nimersheim/Jane Yolen/Jack C. Haldeman II/Harry Turtledove/Laura Resnick/Mike Resnick/Karen Haber/Jane Lindskold/Lawrence Schimel/Barry N. Malzberg/Tanya Huff/Michelle Sagara West/Mark Aronson/Stefan R. Dziemianowicz/Jennifer Roberson/Kristine Kathryn Rusch/Elizabeth Ann Scarborough/Barbara Delaplace/Barb Jernigan/Blake Cahoon,,eng,315.0,21,3,11/3/1992,DAW,-,0,11,3,1992,20,21,от 100 до 500 стр.
Black Cats and Broken Mirror,John Helfers/Esther M. Friesner/Nina Kiriki Hoffman/Bruce Holland Rogers/Peter Crowther/R. Davis/Charles de Lint/Elizabeth Ann Scarborough/Michelle Sagara West/Nancy Springer/Dean Wesley Smith/Kristine Kathryn Rusch/Josepha Sherman/Jane Lindskold/Genevieve Gorman/Kristin Schwengel/Jean-François Podevin/Zane Stillings/Carol Rondou,3.38,eng,320.0,63,7,6/1/1998,DAW,-,0,6,1,1998,20,19,от 100 до 500 стр.
Time Twister,Jean Rabe/Martin H. Greenberg/Stephen Leigh/Gene DeWeese/Joe Masdon/Donald J. Bingle/Skip Williams/Penny Williams/Pierce Askegren/Nancy Virginia Varian/Wes Nicholson/John Helfers/Chris Pierson/Harry Turtledove/Kevin J. Anderson/Robert E. Vardeman/Jackie Cassada/James M. Ward/Jon L. Breen/Linda P. Baker,3.36,eng,,35,6,1/2/2007,DAW,-,0,1,2,2007,21,20,
The Western Canon: The Books and School of the Age,Harold Bloom,3.86,eng,546.0,2141,167,9/1/1995,Riverhead Books,-,0,9,1,1995,20,1,от 500 до 1000 стр.
Shakespeare: The Invention of the Huma,Harold Bloom,4.02,eng,745.0,3001,182,9/1/1999,The Berkley Publishing Group,-,0,9,1,1999,20,1,от 500 до 1000 стр.
The American Religio,Harold Bloom,3.76,other,305.0,288,40,10/1/2006,Chu Hartley Publishers LLC,-,0,10,1,2006,21,1,от 100 до 500 стр.
American Caesar: Douglas MacArthur 1880-196,William Manchester,4.15,eng,811.0,10014,232,9/30/1978,Little  Brown & Company (Boston/Toronto),-,0,9,30,1978,20,1,от 500 до 1000 стр.
Winchester Shotgun,Dennis Adler/R.L. Wilson,5.0,eng,372.0,2,0,5/15/2008,Chartwell Books,-,0,5,15,2008,21,2,от 100 до 500 стр.
Colossians and Philemon: A Critical and Exegetical Commentary,R. McL. Wilson,5.0,eng,512.0,1,0,12/7/2005,T&T Clark Int'l,-,0,12,7,2005,21,1,от 500 до 1000 стр.
Maurice Sendak's Seven Little Monsters: What Time is It? - Book #,Arthur Yorinks/Raymond Jafelice,2.75,eng,24.0,4,1,4/5/2004,Volo,Maurice Sendak's Seven Little Monsters: What Time is It? - Book,4,4,5,2004,21,2,до 100 стр.
Meditations for Manifesting: Morning and Evening Meditations to Literally Create Your Heart's Desir,Wayne W. Dyer,4.02,eng,1.0,338,12,6/1/1995,Hay House,-,0,6,1,1995,20,1,до 100 стр.
There's a Spiritual Solution to Every Proble,Wayne W. Dyer,4.27,eng,288.0,5738,129,8/21/2001,Harper,-,0,8,21,2001,21,1,от 100 до 500 стр.
Michael Smith Elements of Styl,Michael S.  Smith/Diane Dorrans Saeks,4.17,eng,212.0,18,1,11/22/2005,Rizzoli International Publications,-,0,11,22,2005,21,2,от 100 до 500 стр.
Spare,Michael Marshall Smith,4.13,eng,317.0,2566,160,11/2/1998,HarperCollins,-,0,11,2,1998,20,1,от 100 до 500 стр.
One of U,Michael Marshall Smith,4.04,eng,368.0,1302,52,7/6/1999,Bantam,-,0,7,6,1999,20,1,от 100 до 500 стр.
The Secret City,Chris Archer,4.11,eng,184.0,231,17,2/1/2003,Scholastic Paperbacks,Pyrates,1,2,1,2003,21,1,от 100 до 500 стр.
The Theory and Practice of Group Psychotherap,Irvin D. Yalom/Molyn Leszcz,4.17,other,688.0,7888,119,7/6/2005,Basic Books,-,0,7,6,2005,21,2,от 500 до 1000 стр.
When Nietzsche Wep,Irvin D. Yalom,4.32,eng,310.0,25063,1031,1/4/2005,,-,0,1,4,2005,21,1,от 100 до 500 стр.
Existential Psychotherap,Irvin D. Yalom,4.39,other,,3689,103,12/8/1980,Basic Books,-,0,12,8,1980,20,1,
Crown of Stars,Kate Elliott,3.91,eng,609.0,2169,54,1/2/2007,DAW,Crown of Stars,7,1,2,2007,21,1,от 500 до 1000 стр.
A Rose for the Crow,Anne Easter Smith,4.02,eng,650.0,4685,264,3/14/2006,Simon & Schuster,-,0,3,14,2006,21,1,от 500 до 1000 стр.
The Bloody Crown of Conan,Robert E. Howard/Gary Gianni/Patrice Louinet,4.3,eng,366.0,3875,97,11/23/2004,Del Rey Ballantine Random House,Conan the Cimmerian,2,11,23,2004,21,3,от 100 до 500 стр.
Rough Crossings: Britain  the Slaves and the American Revolutio,Simon Schama,3.98,eng,496.0,747,87,4/25/2006,Ecco / HarperCollins,-,0,4,25,2006,21,1,от 100 до 500 стр.
Landscape and Memor,Simon Schama,4.17,eng,672.0,900,80,11/5/1996,Vintage,-,0,11,5,1996,20,1,от 500 до 1000 стр.
The Embarrassment of Riches: An Interpretation of Dutch Culture in the Golden Ag,Simon Schama,,other,,1783,86,12/8/1997,Vintage,-,0,12,8,1997,20,1,
Citizens: A Chronicle of the French Revolutio,Simon Schama,3.99,other,825.0,90,12,8/5/2004,Penguin,-,0,8,5,2004,21,1,от 500 до 1000 стр.
The Feelings Book: The Care & Keeping of Your Emotion,Lynda Madison/Bonnie Timmons/Norm Bendell,4.16,eng,104.0,782,51,9/1/2002,American Girl Publishing Inc,-,0,9,1,2002,21,3,от 100 до 500 стр.
A Smart Girl's Guide to Money: How to Make It  Save It  And Spend I,Nancy Holyoke/Ali Douglass,,other,95.0,536,65,3/1/2006,American Girl Publishing Inc,-,0,3,1,2006,21,2,до 100 стр.
What Would You Do?,Patti Kelley Criswell/Norm Bendell,4.26,other,63.0,77,5,7/1/2004,American Girl Publishing Inc,-,0,7,1,2004,21,2,до 100 стр.
The Halloween Activity Book: Creepy  Crawly  Hairy  Scary Things to D,Mymi Doinet/Benjamin Chaud,,eng,32.0,1,1,8/1/2002,Chronicle Books,-,0,8,1,2002,21,2,до 100 стр.
The Capricorn Ston,Madeleine Brent,3.91,eng,346.0,574,33,5/12/1983,Fawcett,-,0,5,12,1983,20,1,от 100 до 500 стр.
Golden Urchi,Madeleine Brent,,other,384.0,66,10,11/12/1987,Fawcett,-,0,11,12,1987,20,1,от 100 до 500 стр.
The Ethics of Ambiguit,Simone de Beauvoir/Bernard Frechtman,4.15,eng,,4114,153,6/1/2000,Citadel,-,0,6,1,2000,20,2,
She Came to Sta,Simone de Beauvoir,3.91,other,416.0,2040,88,10/9/1995,Flamingo,-,0,10,9,1995,20,1,от 100 до 500 стр.
The Coming of Ag,Simone de Beauvoir/Patrick O'Brian,3.88,other,592.0,227,14,6/17/1996,W. W. Norton  Company,-,0,6,17,1996,20,2,от 500 до 1000 стр.
A Transatlantic Love Affair: Letters to Nelson Algre,Simone de Beauvoir/Nelson Algren/Sylvie Le Bon de Beauvoir/Vanessa Kling/Ellen Gordon Reeves,4.01,eng,560.0,235,16,9/1/1999,The New Press,-,0,9,1,1999,20,5,от 500 до 1000 стр.
La force de l'âg,Simone de Beauvoir,4.15,other,,192,17,11/14/1986,Folio,-,0,11,14,1986,20,1,
What Life Was Like When Rome Ruled the World: The Roman Empire  100 BC - AD 200,Time-Life Books,3.85,eng,192.0,91,9,5/24/1999,Time Life Medical,-,0,5,24,1999,20,1,от 100 до 500 стр.
