Car Name,Year,Region,FuelType,Mileage,Price,Owners
Mercedes-Benz E-Class,1993,Artashat,Gasoline,200000,9300,6
Nissan Pathfinder,2003,Goris,Gasoline,300000,4800,5
Nissan Teana,2003,Sisian,Gasoline,370000,7000,3
BMW 3 Series,2001,Erebuni,Gasoline,238000,2400,3
Opel Zafira,2000,Masis,Gasoline,210000,7000,6
GAZ (ГАЗ),1964,Malatia-Sebastia,Gasoline,190000,16000,2
Toyota RAV4,2010,Masis,Gasoline,46000,500,3
Ford Explorer,1997,Malatia-Sebastia,Gasoline,120000,42000,5
Mercedes-Benz E-Class,2017,Erebuni,Gasoline,98000,37900,1
Mercedes-Benz GLE-Class,2017,Arabkir,Gasoline,31500,3000,6
VAZ (Lada) 2110,2002,Gyumri,Gasoline,330000,11000,6
Nissan Sentra,2017,Echmiadzin,Gasoline,68000,3000,1
Fiat Marea wagon,2001,Vanadzor,Gasoline,622538,15000,2
Toyota Camry,2016,Shengavit,Gasoline,108000,9500,1
Volkswagen Scirocco hatchback,2012,Shengavit,Gasoline,97000,4000,3
VAZ (Lada) 2121 (4x4),1989,Shengavit,Diesel,140000,12500,6
BMW 3 Series,2011,Abovian,Gasoline,210000,6500,2
Nissan Versa hatchback,2008,Davtashen,Gasoline,151375,16800,5
BMW X5,2011,Kentron,Gasoline,225000,16800,6
Nissan Rogue,2019,Kentron,Gasoline,62000,13000,4
Lexus RX,2006,Nalbandyan,Gasoline,180000,20500,3
Mazda 6,2019,Arabkir,Gasoline,60000,20000,2
Volkswagen Tiguan,2020,Shengavit,Gasoline,28000,30000,5
Nissan Elgrand,2011,Avan,Gasoline,101000,5600,3
Toyota Altezza,2000,Garni,Gasoline,250000,6800,2
Opel Zafira,2003,Getapnya,Gasoline,200000,3500,4
Opel Astra hatchback,1998,Erebuni,Gasoline,430000,4900,3
Opel Zafira,1999,Gyumri,Gasoline,470000,3800,5
Opel Astra hatchback,2000,Nubarashen,Gasoline,201300,17000,3
Nissan Xterra,2010,Kanaker-Zeytun,Gasoline,167000,15000,4
Mitsubishi Outlander,2016,Nubarashen,Gasoline,100000,7800,1
Nissan Altima coupe,2013,Ajapnyak,Gasoline,116000,8800,1
Dodge Dart,2013,Artashat,Gasoline,157000,8300,2
Mitsubishi Outlander,2006,Nubarashen,Gasoline,134000,18000,6
Toyota Highlander,2008,Ajapnyak,Hybrid,250000,8500,3
Ford Fusion hatchback,2012,Ajapnyak,Gasoline,250000,10500,6
Hyundai Santa Fe,2007,Shengavit,Gasoline,199000,15000,3
Ford Fusion (North America),2017,Masis,Gasoline,101000,18000,4
Mazda CX-50,2023,Masis,Gasoline,10,22000,2
Hyundai Tucson,2019,Shengavit,Gasoline,71000,23000,3
Kia Forte,2022,Masis,Gasoline,7000,14200,4
Ford Fusion (North America),2018,Masis,Gasoline,100000,8700,4
Hyundai Elantra,2012,Nor Nork,Gasoline,230000,2400,3
Opel Vectra,1998,Sevan,Gasoline,475000,5900,1
BMW X5,2002,Nor Nork,Gasoline,286000,13700,1
Ford Fusion (North America),2016,Avan,Hybrid,67000,6300,1
Opel Zafira,2002,Abovian,Gasoline,327000,7800,1
Chevrolet Cruze,2014,Malatia-Sebastia,Gasoline,175000,14200,5
Nissan Rogue,2018,Ajapnyak,Gasoline,122000,12000,5
Mercedes-Benz E-Class,2006,Martuni,Gasoline,213000,14500,1
Kia Forte,2019,Ajapnyak,Gasoline,108000,25500,5
Mercedes-Benz CLA-Class,2019,Erebuni,Gasoline,6500,110000,5
Mercedes-Benz GLS-Class,2022,Malatia-Sebastia,Gasoline,18000,16800,6
Kia Forte,2020,Malatia-Sebastia,Gasoline,84000,6300,6
Volkswagen Golf hatchback,2004,Armavir,Gasoline,245000,5000,5
VAZ (Lada) 2121 Niva,2007,Shengavit,Gasoline,120000,17500,4
Nissan Rogue,2017,Shengavit,Gasoline,100000,11300,2
Chrysler 200,2016,Kentron,Gasoline,51000,12900,1
Mercedes-Benz CLS-Class,2005,Kanaker-Zeytun,Gasoline,264000,11200,3
Mazda 6,2014,Shengavit,Gasoline,141000,9000,5
Dodge Journey,2008,Maralik,Gasoline,200000,11500,2
Mazda 3,2015,Shengavit,Gasoline,150000,11000,1
Ford Transit Connect,2013,Shengavit,Diesel,182000,45000,2
Toyota Hilux pickup,2021,Kentron,Diesel,30000,4400,5
BMW 3 Series,1998,Sevan,Gasoline,330000,13500,2
Toyota Corolla,2015,Erebuni,Gasoline,147000,3000,5
Volkswagen Vento,1996,Avan,Gasoline,178000,16900,1
Kia Sportage,2019,Arabkir,Gasoline,53000,80000,5
BMW 7 Series,2021,Erebuni,Gasoline,35000,7000,4
Nissan Tiida,2009,Arabkir,Gasoline,160000,37000,5
Toyota Camry,2023,Shengavit,Gasoline,3000,35000,5
Mazda CX-9,2022,Shengavit,Gasoline,16500,11000,2
Mercedes-Benz E-Class,2008,Abovian,Gasoline,158000,15000,4
Nissan X-Trail,2014,Abovian,Gasoline,206706,11600,2
Kia Forte,2018,Nor Nork,Gasoline,94000,13000,5
Mitsubishi Grandis,2004,Yeghegnadzor,Gasoline,420000,5300,1
Nissan Versa hatchback,2007,Yeghegnadzor,Gasoline,250000,40000,4
Mercedes-Benz E-Class,2020,Kentron,Gasoline,47000,13000,1
Hyundai Elantra,2017,Ashtarak,Gasoline,60000,7300,2
Dodge Caliber hatchback,2007,Ashtarak,Gasoline,208000,3600,4
VAZ (Lada) 2107,2011,Shengavit,Gasoline,116300,9200,1
Mercedes-Benz E-Class,2006,Vanadzor,Gasoline,195000,9000,5
Chevrolet Cruze,2018,Artashat,Gasoline,116000,7000,2
Mercedes-Benz C-Class,2007,Artashat,Gasoline,266000,4700,5
Nissan Tiida hatchback,2004,Nor Nork,Gasoline,137000,20500,1
BMW 3 Series,2018,Arabkir,Gasoline,52165,20000,2
Honda Accord,2018,Arabkir,Gasoline,140000,8300,3
Kia Forte,2009,Berd,Gasoline,161000,6700,3
Mercedes-Benz E-Class,2000,Gyumri,Gasoline,312000,6000,2
Mercedes-Benz C-Class,1998,Avan,Gasoline,210000,5500,1
Opel Zafira,2001,Gyumri,Gasoline,270000,12000,2
Kia Forte,2017,Gyumri,Gasoline,67000,4100,2
Opel Astra hatchback,2000,Sis,Gasoline,298000,24500,5
Lexus GX,2003,Avan,Gasoline,200000,10000,2
Honda CR-V,2008,Arabkir,Gasoline,156000,10200,5
Kia Optima,2012,Arabkir,Gasoline,130000,21500,1
Honda CR-V,2017,Ijevan,Gasoline,46000,10000,3
Honda Elysion,2005,Kanaker-Zeytun,Gasoline,126850,29400,6
Kia Seltos,2022,Kentron,Gasoline,5800,31500,1
Honda CR-V,2020,Ijevan,Gasoline,5000,12900,5
Toyota Camry,2013,Nor Nork,Gasoline,97000,2500,6
VAZ (Lada) 2114 hatchback,2009,Alaverdi,Gasoline,230723,17400,2
Toyota Camry,2014,Kentron,Gasoline,210000,4000,4
Opel Astra hatchback,1997,Alaverdi,Gasoline,267000,3500,3
BYD F3,2012,Shengavit,Gasoline,280000,8500,2
Ford Transit,2003,Masis,Diesel,200000,15000,6
Lexus RX,2006,Nor Nork,Gasoline,167000,5000,5
VAZ (Lada) 2105,2003,Malatia-Sebastia,Gasoline,130000,2900,5
Opel Astra hatchback,1999,Malatia-Sebastia,Gasoline,123456,7000,2
Nissan Elgrand,2003,Russia,Gasoline,70000,3000,4
VAZ (Lada) 2112 hatchback,2008,Erebuni,Gasoline,200000,6000,2
Peugeot 307 hatchback,2003,Arabkir,Gasoline,140000,14000,5
Nissan Kicks,2018,Arabkir,Gasoline,25000,13000,1
VAZ (Lada) 2106,1992,Ararat,Gasoline,150000,4000,5
Kia Spectra,2008,Arabkir,Gasoline,300000,25000,5
Toyota Camry,2021,Erebuni,Gasoline,13000,24300,1
Lexus GX,2005,Ararat,Gasoline,162000,15000,3
Kia Forte,2019,Kanaker-Zeytun,Gasoline,45000,18000,5
Dodge Challenger coupe,2019,Kanaker-Zeytun,Gasoline,50000,5500,5
Mercedes-Benz E-Class,1997,Arabkir,Gasoline,330000,52000,2
Maserati Levante,2021,Kanaker-Zeytun,Gasoline,44000,3600,2
Toyota Vitz hatchback,2002,Arabkir,Gasoline,300000,3700,6
Chevrolet Niva,2005,Arabkir,Gasoline,210000,10500,4
Audi A8,2005,Arabkir,Gasoline,220000,6500,6
Nissan Tiida hatchback,2008,Ijevan,Gasoline,224000,8800,3
Hyundai Veloster hatchback,2012,Arabkir,Gasoline,77000,9500,5
Volkswagen Touareg,2006,Gavar,Gasoline,218000,6000,4
BMW 3 Series,2003,Erebuni,Gasoline,250000,9990,3
Chevrolet Equinox,2013,Ajapnyak,Gasoline,167000,6500,6
BMW 3 Series,2004,Geghanist,Gasoline,140000,7300,6
BMW 5 Series,2007,Geghanist,Gasoline,10000,17900,1
Toyota Corolla,2020,Malatia-Sebastia,Gasoline,23000,20500,4
Kia Optima,2020,Shengavit,Gasoline,52000,8900,4
Suzuki Grand Vitara,2008,Nor Nork,Gasoline,171000,3000,5
VAZ (Lada) 2106,1990,Vanashen,Gasoline,300000,16200,1
Hyundai Veloster hatchback,2019,Abovian,Gasoline,50000,25500,4
Toyota Camry wagon,2020,Nor Nork,Gasoline,36000,20000,1
Opel Vectra,1992,Ararat,Gasoline,429000,14000,3
Audi Q7,2008,Zovuni,Gasoline,250000,11500,4
Mercedes-Benz Vito,2001,Koghb,Gasoline,311111,6500,4
Volkswagen Touareg,2004,Zovuni,Gasoline,310000,13000,1
Lexus RX,2007,Echmiadzin,Gasoline,150000,3000,4
Ford Focus,2012,Yeghvard,Gasoline,205000,7200,2
Chevrolet Cruze,2014,Erebuni,Gasoline,140000,4000,2
Mercedes-Benz Vario,1994,Noyemberyan,Diesel,287000,18000,3
Kia Optima,2019,Metsamor,Gasoline,74000,17500,4
Kia Optima,2017,Metsamor,Gasoline,83000,8000,5
Ford Mustang coupe,1996,Yeghvard,Gasoline,79000,11700,3
Ford Transit,2007,Malatia-Sebastia,Diesel,150000,12700,3
Kia Optima,2019,Ajapnyak,Gasoline,56000,13000,5
Chevrolet Captiva,2014,Avan,Gasoline,107000,4500,4
Opel Zafira,1999,Abovian,Gasoline,370000,13500,5
Kia Forte,2019,Shengavit,Gasoline,144500,29500,3
Tesla Model X,2016,Shengavit,Electric,160000,7600,6
Nissan Teana,2008,Avan,Gasoline,230000,15000,2
BMW 5 Series,2014,Davtashen,Gasoline,137000,10100,3
Chevrolet Volt hatchback,2014,Hrazdan,Hybrid,197000,12500,3
Audi Q5,2010,Masis,Gasoline,268000,16300,6
Toyota Corolla,2018,Armavir,Gasoline,90000,16500,5
Toyota Camry,2016,Davtashen,Hybrid,180000,2900,5
VAZ (Lada) 2107,2007,Artik,Gasoline,140000,4300,1
Opel Astra wagon,1999,Ararat,Gasoline,200000,3100,6
Nissan March hatchback,2002,Echmiadzin,Gasoline,237000,16000,5
Mercedes-Benz GL-Class,2007,Ajapnyak,Gasoline,110000,3800,6
Nissan Bluebird,2001,Akunk,Gasoline,220000,9000,4
Mercedes-Benz E-Class,2002,Ajapnyak,Gasoline,211400,10300,1
Nissan Sentra,2018,Davtashen,Gasoline,91000,4800,2
Volkswagen Golf hatchback,2001,Ajapnyak,Gasoline,263000,42000,1
BMW X5,2017,Gyumri,Gasoline,110000,20000,2
Mercedes-Benz C-Class,1996,Abovian,Gasoline,450000,6800,2
Mercedes-Benz E-Class,2003,Arabkir,Gasoline,371000,8000,5
Mercedes-Benz S-Class,1998,Avan,Gasoline,166000,13000,3
Toyota Corolla,2015,Nor Nork,Gasoline,99000,4600,1
Opel Zafira,1999,Dilijan,Gasoline,223000,27500,2
Mazda CX-5,2021,Nor Nork,Gasoline,32000,22500,3
Kia K5,2021,Echmiadzin,Gasoline,36000,14000,2
Mercedes-Benz S-Class,2007,Abovian,Gasoline,240000,23000,3
Mazda 3,2020,Shengavit,Gasoline,14294,25000,3
Tesla Model Y,2023,On the way,Electric,11000,13000,1
Ford Escape,2013,Arabkir,Gasoline,250000,9000,5
Hyundai Accent,2016,Shengavit,Gasoline,90000,8000,2
Mercedes-Benz C-Class,2006,Abovian,Gasoline,230000,20500,4
Jeep Cherokee,2019,Kentron,Gasoline,21500,18000,1
Hyundai Genesis,2015,Kentron,Gasoline,49500,14200,1
Jeep Compass,2021,Gyumri,Gasoline,85000,16800,5
Jeep Cherokee,2018,Armavir,Gasoline,50000,27000,5
Lexus IS,2017,Armavir,Gasoline,80000,9500,1
Chevrolet Cruze,2016,Avan,Gasoline,111343,12200,5
Nissan Sentra,2019,Malatia-Sebastia,Gasoline,117000,15000,6
Kia Rio X-Line hatchback,2021,Ajapnyak,Gasoline,25000,26500,1
Toyota RAV4,2018,Ajapnyak,Hybrid,19600,19500,4
Toyota C-HR,2020,Armavir,Gasoline,33000,10500,3
Nissan Altima,2016,Shengavit,Gasoline,240000,13000,2
Ford Explorer,2010,Armavir,Gasoline,174000,4500,2
Mercedes-Benz E-Class,1996,Chiva,Gasoline,325,4200,6
BMW 5 Series,1998,Erebuni,Gasoline,245000,4500,6
BMW 7 Series,1994,Nor Nork,Gasoline,380000,10000,6
Jeep Cherokee,2014,Ayntap,Gasoline,100000,2800,2
VAZ (Lada) 2106,1986,Oshakan,Gasoline,140000,5000,4
Opel Omega,1995,Hrazdan,Gasoline,200000,6000,1
Nissan Pathfinder,2000,Kentron,Gasoline,240000,18000,6
Jeep Cherokee,2018,Kentron,Gasoline,112385,12800,1
Hyundai Elantra,2018,Gyumri,Gasoline,66000,13000,4
Chevrolet Aveo,2008,Metsamor,Gasoline,540000,6700,6
Opel Combo,2006,Malatia-Sebastia,Gasoline,286000,1800,1
VAZ (Lada) 2107,1994,Berd,Gasoline,250000,16200,2
Nissan Rogue,2018,Hrazdan,Gasoline,121000,5000,5
Opel Omega,1995,Hrazdan,Gasoline,170000,4500,2
Mercedes-Benz A-Class,2003,Hrazdan,Gasoline,90000,3000,2
VAZ (Lada) 2110,2005,Davtashen,Gasoline,220000,18500,1
Toyota Highlander,2007,Shengavit,Gasoline,120000,5500,4
Opel Zafira,2001,Vanadzor,Gasoline,225000,11500,5
Honda Pilot,2006,Shengavit,Gasoline,170000,37000,4
BMW X5 M,2012,Kentron,Gasoline,138000,43000,3
Mercedes-Benz S-Class,1998,Kentron,Gasoline,52000,9500,1
Hyundai Elantra,2020,Gyumri,Gasoline,62000,2700,6
Opel Vectra,1996,Avan,Gasoline,271000,4300,6
Mitsubishi Pajero IO,2000,Armavir,Gasoline,350000,18000,1
UAZ (УАЗ) Patriot,2020,Talin,Gasoline,52000,3000,2
Land Rover Freelander,2001,Merdzavan,Gasoline,10000,26000,6
Mazda 6,2018,Kentron,Gasoline,51000,20500,1
Toyota RAV4,2018,Kentron,Gasoline,119000,11500,2
Hyundai Elantra,2013,Kentron,Gasoline,62342,7800,4
Scion tC coupe,2006,Malatia-Sebastia,Gasoline,110000,27500,3
Lexus GX,2006,Malatia-Sebastia,Gasoline,143000,13900,3
Hyundai Elantra,2018,Ijevan,Gasoline,57000,14000,6
Mazda 6,2017,Ajapnyak,Gasoline,12000,36000,3
Mercedes-Benz GL-Class,2013,Malatia-Sebastia,Gasoline,80000,10200,2
Volkswagen Jetta,2012,Gyumri,Gasoline,90000,3000,2
Mercedes-Benz C-Class,1997,Vanadzor,Gasoline,350000,12000,5
Acura MDX,2008,Erebuni,Gasoline,111800,3300,2
Mitsubishi Pajero IO,2002,Nor Nork,Gasoline,218000,18000,6
Lexus RX,2009,Gyumri,Gasoline,138600,15900,1
Ford Fusion (North America),2017,Avan,Gasoline,142000,11500,6
Ford Transit Connect,2012,Ajapnyak,Gasoline,254000,10000,2
BMW X5,2008,Avan,Gasoline,263000,17300,4
Jeep Cherokee,2018,Armavir,Gasoline,124000,15300,1
BMW 3 Series,2014,Davtashen,Gasoline,140000,4000,5
Jeep Grand Cherokee,1996,Erebuni,Gasoline,286000,17500,5
Jeep Compass,2018,Erebuni,Gasoline,149000,39500,5
GAZ (ГАЗ) 12 ZIM,1955,Erebuni,Gasoline,5500,5500,2
Opel Astra hatchback,1999,Hrazdan,Gasoline,360000,55000,2
Land Rover Range Rover,2019,Kentron,Gasoline,25000,2300,6
Opel Vectra,1996,Erebuni,Gasoline,90000,3000,6
Daewoo Nexia,2008,Artik,Gasoline,381000,45000,6
Toyota Highlander,2022,Nor Hachen,Gasoline,10000,25000,4
Toyota Highlander,2015,Abovian,Gasoline,160000,19000,1
Honda Accord,2019,Kentron,Gasoline,80000,14300,2
Hyundai Elantra,2018,Vedi,Gasoline,89000,36500,5
Jeep Grand Cherokee,2020,Ajapnyak,Gasoline,38000,4000,6
Nissan Sunny,2006,Artashat,Gasoline,300000,11500,3
BMW X5,2005,Vanadzor,Gasoline,150000,31000,5
Volkswagen ID.6,2022,Artashat,Electric,9000,12700,6
Fiat 500 convertible,2013,Arabkir,Gasoline,55000,3600,5
VAZ (Lada) 2107,2007,Kentron,Gasoline,68000,31500,3
Toyota Land Cruiser Prado,2010,Avan,Gasoline,165000,7700,4
BMW 5 Series,1999,Malatia-Sebastia,Gasoline,320000,11000,4
MINI Countryman,2012,Avan,Gasoline,141000,5700,4
VAZ (Lada) Priora hatchback,2013,Davtashen,Gasoline,150000,5900,2
Honda Civic,2007,Abovian,Gasoline,330000,14300,4
BMW X3,2011,Arabkir,Gasoline,240000,26500,2
Honda Accord,2022,Kentron,Gasoline,16800,6200,6
Mercedes-Benz A-Class hatchback,2007,Hrazdan,Gasoline,123456,9700,1
Mazda 3 hatchback,2016,Yeghvard,Gasoline,112000,8500,6
Mercedes-Benz Vito,2001,Hrazdan,Gasoline,186000,14850,5
Mazda 3,2019,Vanadzor,Gasoline,74500,13000,2
BMW X5,2005,Nubarashen,Gasoline,250000,33000,1
Lexus UX,2020,Vanadzor,Gasoline,55000,5300,6
BMW 3 Series,2004,Malatia-Sebastia,Gasoline,193000,12000,2
Honda Elysion,2008,Ajapnyak,Gasoline,150000,35000,3
Mercedes-Benz GL-Class,2013,Erebuni,Gasoline,162000,14300,4
Nissan Sentra,2020,Shengavit,Gasoline,80000,3700,5
Mercedes-Benz E-Class,1997,Arabkir,Gasoline,265000,4000,3
Hyundai Getz hatchback,2007,Vanadzor,Gasoline,200000,16500,2
Nissan Altima,2019,Ajapnyak,Gasoline,64000,15000,3
Ford Fusion (North America),2016,Armavir,Gasoline,175000,8000,4
VAZ (Lada) 2107,2011,Ashtarak,Gasoline,65000,28700,2
Land Rover Range Rover Sport,2012,Kentron,Gasoline,140000,4500,4
VAZ (Lada) 2114 hatchback,2010,Abovian,Gasoline,100000,8000,1
Honda Accord,2008,Kentron,Gasoline,120000,3700,6
Opel Astra hatchback,2000,Kanaker-Zeytun,Gasoline,200000,6500,3
Mercedes-Benz C-Class,2000,Ararat,Gasoline,220000,5000,3
Mercedes-Benz E-Class,1997,Ararat,Gasoline,290000,40500,5
Tesla Model Y,2021,Ajapnyak,Electric,54000,10000,2
Opel Astra coupe,1999,Ijevan,Gasoline,400000,6800,5
Opel Astra hatchback,2004,Armavir,Gasoline,260000,19300,5
Nissan Altima,2019,Ajapnyak,Gasoline,41000,15000,6
Kia Optima,2020,Arabkir,Gasoline,97000,4900,2
Mercedes-Benz C-Class,1998,Shengavit,Gasoline,280000,16900,2
Toyota Camry,2016,Musaler,Gasoline,120000,34500,1
Toyota Camry,2022,Ashtarak,Gasoline,40100,11600,4
Toyota Camry,2011,Kentron,Gasoline,199000,55000,3
Mercedes-Benz GLS-Class,2017,Erebuni,Gasoline,37200,9500,4
Toyota Prius hatchback,2010,Erebuni,Hybrid,130000,13500,6
Nissan Rogue,2017,Erebuni,Gasoline,180000,3700,5
Toyota Vitz hatchback,2002,Erebuni,Gasoline,271000,5700,4
Opel Zafira,2003,Vanadzor,Gasoline,193000,7000,3
Nissan X-Trail,2004,Kentron,Gasoline,216000,15500,2
Ford Fusion (North America),2020,Malatia-Sebastia,Gasoline,45000,15500,5
Lexus RX,2008,Malatia-Sebastia,Hybrid,140000,10500,4
Nissan Sentra,2017,Ararat,Gasoline,150000,3000,2
VAZ (Lada) 2107,2010,Artashat,Gasoline,123000,35000,5
Mercedes-Benz M-Class,1997,Ajapnyak,Gasoline,100,40000,2
BMW 7 Series,2016,Arabkir,Gasoline,63000,11000,1
BMW X5,2006,Echmiadzin,Gasoline,273000,6500,1
Nissan Teana,2004,Echmiadzin,Gasoline,153000,13800,6
Mazda 3 hatchback,2017,Erebuni,Gasoline,40000,13000,3
Mazda 6,2020,Yeghvard,Gasoline,36906,6600,1
BMW 3 Series,2006,Arabkir,Gasoline,310000,19500,3
Infiniti Q60 coupe,2016,Ajapnyak,Gasoline,65000,61500,1
Porsche Panamera hatchback,2018,Arabkir,Gasoline,81000,18000,4
Tesla Model S,2015,Arabkir,Electric,121000,37000,4
Toyota Land Cruiser,2008,Nor Nork,Gasoline,192000,16500,4
Kia Optima,2017,Ajapnyak,Gasoline,100000,15400,4
Nissan Kicks,2020,Kanaker-Zeytun,Gasoline,22000,10700,1
Chevrolet Malibu,2017,Nor Nork,Gasoline,148000,34000,4
Lexus RX,2016,Shengavit,Gasoline,108000,57500,5
BMW X6 M,2018,Avan,Gasoline,54000,6500,3
Opel Zafira,2005,Vardenis,Gasoline,220000,12100,2
Nissan NV200,2018,Shengavit,Gasoline,68000,25300,5
Kia Sportage,2022,Erebuni,Gasoline,8000,7500,6
Nissan Murano,2006,Shengavit,Gasoline,165000,13300,6
Hyundai Elantra,2018,Arabkir,Gasoline,155000,22000,3
Toyota Camry,2017,Shengavit,Gasoline,105000,8300,5
BMW 7 Series,2006,Goris,Gasoline,150000,8000,4
GAZ (ГАЗ),2003,Goris,Gasoline,200000,15000,6
Nissan Rogue,2019,Gyumri,Gasoline,90000,5200,6
VAZ (Lada) 2121 Niva,2003,Erebuni,Gasoline,105000,6800,4
Kia Sorento,2005,Ararat,Gasoline,320000,14000,4
Nissan Rogue Sport,2018,Hrazdan,Gasoline,160000,5200,3
Mercedes-Benz C-Class,2002,Kentron,Gasoline,290000,12000,5
Hyundai Sonata,2011,Arinj,Hybrid,85000,54000,3
Lexus RX,2020,Malatia-Sebastia,Gasoline,78000,6500,1
Toyota Noah,2004,Malatia-Sebastia,Gasoline,300000,3500,2
Mercedes-Benz C-Class,1996,Sevan,Gasoline,390000,8800,1
Ford Focus,2018,Kapan,Gasoline,111000,24500,3
Mazda CX-5,2019,Sevan,Gasoline,47000,12000,4
Nissan Xterra,2008,Arinj,Gasoline,115000,7400,4
Opel Astra wagon,2005,Kapan,Gasoline,253000,2200,6
Opel Vectra,1997,Ajapnyak,Gasoline,400000,26900,1
Hyundai Elantra,2021,Shengavit,Gasoline,6000,17700,1
Mazda 6,2018,Malatia-Sebastia,Gasoline,120000,14500,6
Chevrolet Volt,2017,Kentron,Hybrid,100000,12500,5
Hyundai Veloster hatchback,2016,Armavir,Gasoline,87000,55000,2
Jeep Wrangler,2022,Armavir,Gasoline,20000,16900,6
Lexus RX,2008,Kentron,Gasoline,158000,3800,5
Opel Vectra,1999,Kentron,Gasoline,134000,4500,4
VAZ (Lada) 2121 Niva,2008,Gyumri,Gasoline,355000,9850,1
Land Rover Range Rover,2003,Nor Nork,Gasoline,345000,8200,4
Mercedes-Benz C-Class,2000,Armavir,Gasoline,270000,15400,3
Dodge Challenger coupe,2017,Kentron,Gasoline,155400,125000,4
Mercedes-Benz AMG GT coupe,2019,Avan,Gasoline,36000,8000,2
Nissan Quest,2005,Kentron,Gasoline,43400,129000,5
Rolls-Royce Ghost,2013,Avan,Gasoline,67000,15000,4
Mitsubishi Pajero,2008,Shengavit,Gasoline,212000,6700,2
Mazda 5,2006,Arabkir,Gasoline,300000,50000,1
Mercedes-Benz S-Class,2014,Arabkir,Gasoline,185000,4400,4
Opel Sintra,1998,Ijevan,Gasoline,300000,5000,4
Ford Transit,1998,Erebuni,Diesel,412668,2000,5
Volkswagen Passat,2000,Masis,Gasoline,200000,6800,5
Mercedes-Benz B-Class hatchback,2008,Ashtarak,Gasoline,160000,18700,4
Nissan Rogue,2018,Vanadzor,Gasoline,52000,16700,6
Jeep Cherokee,2019,Armavir,Gasoline,74000,4200,6
Opel Astra hatchback,1998,Gyumri,Gasoline,299000,4300,4
Opel Astra wagon,1999,Gyumri,Gasoline,398000,3300,6
Opel Astra hatchback,1998,Davtashen,Gasoline,200000,11300,4
Chevrolet Cruze,2018,Malatia-Sebastia,Gasoline,137000,39900,6
Mercedes-Benz E-Class,2019,Ajapnyak,Gasoline,70000,5500,2
Nissan Tiida hatchback,2007,Nor Nork,Gasoline,22000,27900,1
Toyota Camry,2021,Avan,Gasoline,93400,23600,4
BYD Yuan Plus,2024,Avan,Electric,10,20000,2
Opel Astra,1999,Avan,Gasoline,400000,8500,5
Mercedes-Benz CLK-Class coupe,1999,Erebuni,Gasoline,105954,4500,3
Opel Vectra hatchback,2002,Malatia-Sebastia,Gasoline,290000,4000,4
Hyundai Kona,2019,Erebuni,Gasoline,10000,16000,1
Nissan Rogue,2017,Aragats,Gasoline,86000,14000,1
VAZ (Lada) 2107,2005,Martuni,Gasoline,102000,2000,1
Volkswagen Touareg,2019,Kentron,Gasoline,63000,9200,5
Lexus RX,2001,Martuni,Gasoline,150000,5000,6
BMW 3 Series,2000,Armavir,Gasoline,380000,11800,5
Kia Sportage,2010,Shengavit,Gasoline,106000,9500,3
Ford Transit,2000,Gyumri,Diesel,358000,12000,4
Lexus RX,2004,Shengavit,Gasoline,225000,29800,2
Toyota Camry,2020,Hrazdan,Gasoline,12000,68000,1
Mercedes-Benz GLE,2021,Kanaker-Zeytun,Gasoline,56092,13000,4
Ford Fusion (North America),2017,Abovian,Hybrid,140000,16000,5
Hyundai Elantra,2020,Gyumri,Gasoline,28000,3800,4
BMW 5 Series,1998,Vanadzor,Gasoline,34000,7900,3
Kia Optima,2016,Ajapnyak,Gasoline,125000,10000,3
Chevrolet Equinox,2016,Ajapnyak,Gasoline,86000,2000,4
Dodge Ram pickup,2008,Kentron,Gasoline,45000,7300,4
BMW 5 Series,1999,Shengavit,Gasoline,320000,4000,1
Honda Elysion,2006,Davtashen,Gasoline,220000,22000,3
BMW 3 Series,2017,Kentron,Gasoline,89000,26900,6
Jaguar F-Pace,2018,Malatia-Sebastia,Gasoline,36000,19900,2
Toyota Camry,2020,Kentron,Gasoline,60000,7000,6
Nissan Tiida,2011,Kentron,Gasoline,215001,14500,1
Chevrolet Volt,2017,Kentron,Hybrid,107000,9000,6
Hyundai Elantra,2017,Erebuni,Gasoline,100000,2200,3
VAZ (Lada) 2115,2007,Erebuni,Gasoline,130000,11700,6
Nissan Sentra,2019,Aparan,Gasoline,126000,2200,6
Daewoo Matiz hatchback,2010,Malatia-Sebastia,Gasoline,120000,8300,1
Hyundai Solaris,2016,Aparan,Gasoline,356552,11000,3
Hyundai Santa Fe,2008,Artashat,Gasoline,168314,8000,5
Ford F-150 pickup,2019,Charentsavan,Gasoline,69000,8000,3
Toyota Prius hatchback,2006,Kentron,Hybrid,190000,3600,4
Opel Astra hatchback,2000,Gyumri,Gasoline,300000,5700,3
Opel Zafira,2004,Arabkir,Gasoline,250000,17000,5
Nissan Rogue Sport,2019,Shengavit,Gasoline,45000,14500,4
Toyota Camry,2012,Malatia-Sebastia,Gasoline,137000,14000,4
Toyota Camry,2012,Kentron,Gasoline,100000,7200,3
BMW 3 Series,2005,Kentron,Gasoline,150000,37000,2
BMW X5,2018,Arabkir,Gasoline,89000,13600,4
Hyundai Elantra,2019,Nor Nork,Gasoline,30000,14200,6
Toyota Corolla,2013,Nork-Marash,Gasoline,240000,9200,3
Ford Fusion (North America),2016,Malatia-Sebastia,Gasoline,141000,5450,1
Opel Zafira,1999,Kanaker-Zeytun,Gasoline,300000,4000,2
